https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOGE,Volume USDC,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1716681600000,2024-05-26 00:00:00,DOGE/USDC,0.16133,0.16133,0.16133,0.16133,0,0,0,0,0,0.16376
1716595200000,2024-05-25 00:00:00,DOGE/USDC,0.16133,0.16133,0.16133,0.16133,0,0,0,0,0,0.16376
1716508800000,2024-05-24 00:00:00,DOGE/USDC,0.16133,0.16133,0.16133,0.16133,0,0,0,0,0,0.16376
1716422400000,2024-05-23 00:00:00,DOGE/USDC,0.17607,0.17607,0.14971,0.16133,333.19766,2042.178,258.18937,1541.176,5,0.16376
1716336000000,2024-05-22 00:00:00,DOGE/USDC,0.16891,0.17245,0.16891,0.17245,179.26764,1061.064,1.74002,10.09,4,0.16895
1716249600000,2024-05-21 00:00:00,DOGE/USDC,0.16893,0.1695,0.16547,0.1695,5790.50064,34248.575,5243.99413,30978.37,82,0.16907
1716163200000,2024-05-20 00:00:00,DOGE/USDC,0.15746,0.1688,0.15746,0.1688,28.58002,180.272,28.58002,180.272,3,0.1586
1716076800000,2024-05-19 00:00:00,DOGE/USDC,0.14165,0.14198,0.14165,0.14173,34.52587,243.497,0,0,6,0.14179
1715990400000,2024-05-18 00:00:00,DOGE/USDC,0.15742,0.15743,0.15742,0.15743,3.85487,24.487,3.85487,24.487,2,0.15742
1715904000000,2024-05-17 00:00:00,DOGE/USDC,0.14493,0.15738,0.14492,0.15738,16.13115,103.437,14.63127,93.088,3,0.15605
1715817600000,2024-05-16 00:00:00,DOGE/USDC,0.14628,0.15502,0.14628,0.15502,81.71208,528.627,77.76764,501.662,2,0.15459
1715731200000,2024-05-15 00:00:00,DOGE/USDC,0.14491,0.14491,0.14441,0.14441,223.88397,1546.622,0,0,3,0.14475
1715644800000,2024-05-14 00:00:00,DOGE/USDC,0.14314,0.14721,0.14314,0.14721,29.40564,200.036,0,0,5,0.147
1715558400000,2024-05-13 00:00:00,DOGE/USDC,0.13473,0.13473,0.13473,0.13473,0,0,0,0,0,0.13999
1715472000000,2024-05-12 00:00:00,DOGE/USDC,0.13497,0.14848,0.13473,0.13473,10.41466,74.552,3.8997,26.268,5,0.13999
1715385600000,2024-05-11 00:00:00,DOGE/USDC,0.13744,0.15254,0.13744,0.15183,70.21415,485.548,35.07146,230.415,13,0.14496
1715299200000,2024-05-10 00:00:00,DOGE/USDC,0.14115,0.15978,0.14115,0.15978,6.02284,38.784,4.70408,29.441,3,0.1557
1715212800000,2024-05-09 00:00:00,DOGE/USDC,0.158,0.158,0.158,0.158,0,0,0,0,0,0.15782
1715126400000,2024-05-08 00:00:00,DOGE/USDC,0.158,0.158,0.158,0.158,0,0,0,0,0,0.15782
1715040000000,2024-05-07 00:00:00,DOGE/USDC,0.158,0.158,0.158,0.158,0,0,0,0,0,0.15782
1714953600000,2024-05-06 00:00:00,DOGE/USDC,0.158,0.158,0.158,0.158,0,0,0,0,0,0.15782
1714867200000,2024-05-05 00:00:00,DOGE/USDC,0.158,0.158,0.158,0.158,0,0,0,0,0,0.15782
1714780800000,2024-05-04 00:00:00,DOGE/USDC,0.148,0.158,0.148,0.158,1121.01329,7103.243,1109.65015,7026.465,6,0.15782
