https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP,Volume USDC,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1709942400000,2024-03-09 00:00:00,XRP/USDC,0.6463,0.6463,0.6463,0.6463,0,0,0,0,0,0.6463
1709856000000,2024-03-08 00:00:00,XRP/USDC,0.6463,0.6463,0.6463,0.6463,1211.9517,1875.2154,86.1088,133.2336,16,0.6463
1709769600000,2024-03-07 00:00:00,XRP/USDC,0.5834,0.5834,0.5834,0.5834,0,0,0,0,0,0.6239
1709683200000,2024-03-06 00:00:00,XRP/USDC,0.5834,0.5834,0.5834,0.5834,0,0,0,0,0,0.6239
1709596800000,2024-03-05 00:00:00,XRP/USDC,0.66,0.66,0.5789,0.5834,1109.5575,1780.3876,455.6465,740.4758,33,0.6239
1709510400000,2024-03-04 00:00:00,XRP/USDC,0.6043,0.6695,0.6043,0.66,514.261,768.6545,15.2242,23.0432,6,0.669
1709424000000,2024-03-03 00:00:00,XRP/USDC,0.6003,0.6741,0.5956,0.6741,267.2329,419.9882,138.18,204.9845,5,0.6384
1709337600000,2024-03-02 00:00:00,XRP/USDC,0.5792,0.653,0.5792,0.653,2176.1812,3504.3566,2052.8333,3306.3633,58,0.6211
1709251200000,2024-03-01 00:00:00,XRP/USDC,0.5857,0.6168,0.5857,0.6168,306.882,510.3276,217.6748,361.8533,11,0.6016
1709164800000,2024-02-29 00:00:00,XRP/USDC,0.5741,0.6191,0.5741,0.58,8880.656,14851.4616,745.2658,1277.2323,114,0.598
1709078400000,2024-02-28 00:00:00,XRP/USDC,0.5947,0.6001,0.5739,0.5739,10322.1259,17952.5066,315.0433,526.4972,144,0.575
1708992000000,2024-02-27 00:00:00,XRP/USDC,0.5735,0.5739,0.5722,0.5739,131.3285,228.9729,131.3285,228.9729,4,0.5735
1708905600000,2024-02-26 00:00:00,XRP/USDC,0.5306,0.5517,0.5306,0.5517,546.9004,1029.5458,470.6912,885.9176,4,0.5312
1708819200000,2024-02-25 00:00:00,XRP/USDC,0.547,0.547,0.547,0.547,3.782,6.9142,3.782,6.9142,1,0.547
1708732800000,2024-02-24 00:00:00,XRP/USDC,0.5464,0.5464,0.5464,0.5464,0,0,0,0,0,0.5791
1708646400000,2024-02-23 00:00:00,XRP/USDC,0.5464,0.5464,0.5464,0.5464,0,0,0,0,0,0.5791
1708560000000,2024-02-22 00:00:00,XRP/USDC,0.5954,0.5975,0.5464,0.5464,327.7189,566.8429,211.7906,354.6755,14,0.5791
1708473600000,2024-02-21 00:00:00,XRP/USDC,0.491,0.6073,0.491,0.6073,91.5561,168.632,45.7322,75.3042,2,0.549
1708387200000,2024-02-20 00:00:00,XRP/USDC,0.5474,0.5474,0.5474,0.5474,0.3196,0.5839,0,0,1,0.5474
1708300800000,2024-02-19 00:00:00,XRP/USDC,0.5422,0.5422,0.5422,0.5422,108.8187,200.6985,108.8187,200.6985,2,0.5422
1708214400000,2024-02-18 00:00:00,XRP/USDC,0.5422,0.5422,0.5422,0.5422,0,0,0,0,0,0.5422
1708128000000,2024-02-17 00:00:00,XRP/USDC,0.5422,0.5422,0.5422,0.5422,5.4219,9.9999,0,0,1,0.5422
1708041600000,2024-02-16 00:00:00,XRP/USDC,0.5886,0.5887,0.5886,0.5887,711.0055,1207.7558,529.715,899.8052,7,0.5886
1707955200000,2024-02-15 00:00:00,XRP/USDC,0.5441,0.5702,0.5399,0.5702,717.0217,1318.1109,538.7562,988.5387,13,0.544
1707868800000,2024-02-14 00:00:00,XRP/USDC,0.5185,0.5234,0.5115,0.5234,258.1886,498.5997,52.3041,99.9497,5,0.5178
1707782400000,2024-02-13 00:00:00,XRP/USDC,0.5298,0.5298,0.5298,0.5298,44.7366,84.4407,44.7366,84.4407,1,0.5298
1707696000000,2024-02-12 00:00:00,XRP/USDC,0.5403,0.5403,0.5403,0.5403,0,0,0,0,0,0.5402
1707609600000,2024-02-11 00:00:00,XRP/USDC,0.5211,0.5403,0.5211,0.5403,11.8536,21.9391,11.8531,21.9381,2,0.5402
1707523200000,2024-02-10 00:00:00,XRP/USDC,0.5185,0.5185,0.5185,0.5185,5.185,10,5.185,10,1,0.5185
1707436800000,2024-02-09 00:00:00,XRP/USDC,0.5185,0.5185,0.5185,0.5185,146.1579,281.8862,146.1579,281.8862,3,0.5185
1707350400000,2024-02-08 00:00:00,XRP/USDC,0.5185,0.5185,0.5185,0.5185,0,0,0,0,0,0.5059
1707264000000,2024-02-07 00:00:00,XRP/USDC,0.5185,0.5185,0.5185,0.5185,0,0,0,0,0,0.5059
1707177600000,2024-02-06 00:00:00,XRP/USDC,0.5086,0.5185,0.5039,0.5185,61.8703,122.2879,61.8703,122.2879,6,0.5059
1707091200000,2024-02-05 00:00:00,XRP/USDC,0.5029,0.5084,0.5028,0.5084,87.5599,173.8885,10.8131,21.2689,4,0.5035
1707004800000,2024-02-04 00:00:00,XRP/USDC,0.5109,0.52,0.5109,0.52,55.2821,108.0342,0,0,2,0.5117
1706918400000,2024-02-03 00:00:00,XRP/USDC,0.5064,0.5138,0.5064,0.5138,281.4316,555.4575,270.9711,535.0932,4,0.5066
1706832000000,2024-02-02 00:00:00,XRP/USDC,0.4854,0.4854,0.4854,0.4854,0,0,0,0,0,0.4896
1706745600000,2024-02-01 00:00:00,XRP/USDC,0.4934,0.5018,0.4854,0.4854,572.9241,1170.4173,3.0549,6.1917,3,0.4896
1706659200000,2024-01-31 00:00:00,XRP/USDC,0.5104,0.5105,0.5104,0.5105,99.9999,195.9237,99.9999,195.9237,2,0.5104
1706572800000,2024-01-30 00:00:00,XRP/USDC,0.5344,0.5347,0.5007,0.5007,566.3296,1091.3941,275.1025,529.7698,18,0.5189
1706486400000,2024-01-29 00:00:00,XRP/USDC,0.5235,0.5604,0.5235,0.5604,407.6669,739.5948,405.7134,735.8633,6,0.5515
1706400000000,2024-01-28 00:00:00,XRP/USDC,0.5337,0.5337,0.5294,0.5294,11.2183,21.0433,11.2183,21.0433,2,0.5331
1706313600000,2024-01-27 00:00:00,XRP/USDC,0.5294,0.5467,0.5294,0.5294,410.5681,775.195,4.9999,9.1457,9,0.5296
1706227200000,2024-01-26 00:00:00,XRP/USDC,0.5185,0.5294,0.5117,0.5294,1221.0733,2360.1904,933.5218,1805.0863,10,0.5174
1706140800000,2024-01-25 00:00:00,XRP/USDC,0.5122,0.5136,0.5116,0.5117,267.507,522.4654,211.0063,412.3661,5,0.512
1706054400000,2024-01-24 00:00:00,XRP/USDC,0.5153,0.62,0.513,0.5177,775.7265,1359.1904,612.887,1043.0299,14,0.5743
1705968000000,2024-01-23 00:00:00,XRP/USDC,0.5282,0.5282,0.5,0.5132,1626.1799,3246.7364,132.9685,261.5733,13,0.5008
1705881600000,2024-01-22 00:00:00,XRP/USDC,0.5461,0.5461,0.5307,0.5307,107.659,201.3634,81.9783,154.2316,4,0.5347
1705795200000,2024-01-21 00:00:00,XRP/USDC,0.5506,0.5506,0.5499,0.5499,312.8445,568.2688,275.3,500,17,0.5505
1705708800000,2024-01-20 00:00:00,XRP/USDC,0.5413,0.5534,0.5413,0.5534,148.0862,270.3183,148.0862,270.3183,6,0.5478
1705622400000,2024-01-19 00:00:00,XRP/USDC,0.549,0.549,0.5409,0.5409,356.4878,653.7638,229.8956,423.004,9,0.5453
1705536000000,2024-01-18 00:00:00,XRP/USDC,0.5654,0.5655,0.5445,0.5501,482.0418,872.4744,210.8032,380.5405,14,0.5525
1705449600000,2024-01-17 00:00:00,XRP/USDC,0.5936,0.5936,0.5935,0.5935,3.5218,5.9335,3.5218,5.9335,2,0.5935
1705363200000,2024-01-16 00:00:00,XRP/USDC,0.562,0.562,0.562,0.562,998.6838,1777.0176,998.6838,1777.0176,1,0.562
1705276800000,2024-01-15 00:00:00,XRP/USDC,0.5564,0.5809,0.5542,0.5809,662.0215,1188.3038,363.9198,652.42,8,0.5571
1705190400000,2024-01-14 00:00:00,XRP/USDC,0.5982,0.5982,0.5982,0.5982,48.644,81.3174,48.644,81.3174,1,0.5982
1705104000000,2024-01-13 00:00:00,XRP/USDC,0.561,0.561,0.561,0.561,0,0,0,0,0,0.5831
1705017600000,2024-01-12 00:00:00,XRP/USDC,0.597,0.5972,0.561,0.561,176.0073,302.1166,107.5873,180.158,4,0.5831
1704931200000,2024-01-11 00:00:00,XRP/USDC,0.5901,0.6058,0.5677,0.5677,540.5174,927.4626,313.8264,552.8033,8,0.5833
1704844800000,2024-01-10 00:00:00,XRP/USDC,0.5487,0.56,0.54,0.56,11460.9452,20839.8965,5818.0417,10391.1664,166,0.5501
1704758400000,2024-01-09 00:00:00,XRP/USDC,0.5546,0.5547,0.5546,0.5547,144.9894,261.4204,144.9894,261.4204,2,0.5546
1704672000000,2024-01-08 00:00:00,XRP/USDC,0.5371,0.5723,0.5303,0.5723,1470.079,2703.5882,715.575,1305.3049,36,0.5439
1704585600000,2024-01-07 00:00:00,XRP/USDC,0.5418,0.546,0.536,0.536,1092.1523,2015.9257,553.4938,1020.9188,35,0.5417
1704499200000,2024-01-06 00:00:00,XRP/USDC,0.5465,0.5491,0.5356,0.5376,533.523,981.8016,146.7207,269.2732,17,0.5434
1704412800000,2024-01-05 00:00:00,XRP/USDC,0.5565,0.5575,0.5451,0.5478,1094.8826,1992.908,560.4763,1017.9793,28,0.5494
1704326400000,2024-01-04 00:00:00,XRP/USDC,0.5517,0.5595,0.5407,0.5534,6135.0127,11002.9312,450.5353,821.6863,154,0.5576
1704240000000,2024-01-03 00:00:00,XRP/USDC,0.6058,0.6165,0.39,0.5482,2136.4367,3805.0202,779.7592,1366.1781,60,0.5638
1704153600000,2024-01-02 00:00:00,XRP/USDC,0.5958,0.6073,0.5827,0.6061,2010.1403,3326.4983,926.5446,1533.0165,68,0.6042
1704067200000,2024-01-01 00:00:00,XRP/USDC,0.5936,0.5961,0.5763,0.5917,1006.6527,1702.4735,619.0204,1045.4156,27,0.5913
1703980800000,2023-12-31 00:00:00,XRP/USDC,0.5878,0.6093,0.5829,0.5902,2998.3509,5040.1438,1690.3448,2834.1302,98,0.5949
1703894400000,2023-12-30 00:00:00,XRP/USDC,0.5894,0.5988,0.5851,0.5878,1101.4503,1861.5384,464.0734,783.5237,32,0.5917
1703808000000,2023-12-29 00:00:00,XRP/USDC,0.5986,0.6016,0.5831,0.5903,971.3041,1629.5022,383.175,643.1076,32,0.5961
1703721600000,2023-12-28 00:00:00,XRP/USDC,0.6078,0.6079,0.5945,0.5973,982.8496,1624.5278,493.8807,815.2718,25,0.605
1703635200000,2023-12-27 00:00:00,XRP/USDC,0.6009,0.6034,0.5954,0.6034,594.6551,991.7671,177.8413,295.3151,20,0.5996
1703548800000,2023-12-26 00:00:00,XRP/USDC,0.6066,0.6123,0.5441,0.6014,1869.7535,3102.4237,1089.8937,1805.0599,49,0.6031
1703462400000,2023-12-25 00:00:00,XRP/USDC,0.5905,0.6275,0.5878,0.6098,1279.8061,2122.554,526.5263,869.3291,41,0.603
1703376000000,2023-12-24 00:00:00,XRP/USDC,0.582,0.6024,0.5784,0.5917,530.2747,901.976,243.6416,412.0592,18,0.588
1703289600000,2023-12-23 00:00:00,XRP/USDC,0.5944,0.5944,0.5804,0.582,537.7938,915.1644,210.5299,359.095,16,0.5876
1703203200000,2023-12-22 00:00:00,XRP/USDC,0.5931,0.6025,0.5871,0.589,641.1643,1082.5589,353.0348,593.56,18,0.5923
1703116800000,2023-12-21 00:00:00,XRP/USDC,0.5851,0.6026,0.5599,0.5959,18348.7597,31066.1589,9602.6238,16484.349,190,0.5908
1703030400000,2023-12-20 00:00:00,XRP/USDC,0.5827,0.5917,0.581,0.5836,967.8001,1652.8667,429.8791,733.9055,23,0.5855
1702944000000,2023-12-19 00:00:00,XRP/USDC,0.5811,0.5915,0.5811,0.5831,1221.8541,2081.0574,590.1515,1005.4135,46,0.5871
1702857600000,2023-12-18 00:00:00,XRP/USDC,0.5891,0.5893,0.5694,0.5893,680.105,1176.1785,349.1519,601.2732,23,0.5782
1702771200000,2023-12-17 00:00:00,XRP/USDC,0.5858,0.5925,0.582,0.5891,754.7815,1285.3855,425.0091,722.7957,19,0.5872
1702684800000,2023-12-16 00:00:00,XRP/USDC,0.5938,0.5945,0.586,0.5895,414.0013,698.7866,178.6944,301.7772,19,0.5924
1702598400000,2023-12-15 00:00:00,XRP/USDC,0.6031,0.6107,0.5931,0.5965,1215.3873,2019.5524,677.2202,1127.1289,31,0.6018
1702512000000,2023-12-14 00:00:00,XRP/USDC,0.6082,0.6502,0.5978,0.6061,1676.0632,2720.7954,884.4157,1418.7053,44,0.6164
1702425600000,2023-12-13 00:00:00,XRP/USDC,0.5863,0.6085,0.5731,0.6085,6998.065,11733.0801,6769.8006,11345.6245,135,0.5965
1702339200000,2023-12-12 00:00:00,XRP/USDC,0.5883,0.6078,0.582,0.5881,8275.8934,14096.8863,7405.1445,12634.1254,262,0.5871
1702252800000,2023-12-11 00:00:00,XRP/USDC,0.6375,0.6375,0.5805,0.5878,10276.0019,17463.4546,8490.4238,14501.3877,219,0.5887
1702166400000,2023-12-10 00:00:00,XRP/USDC,0.6357,0.6393,0.6238,0.6381,4137.0964,6497.4612,3722.789,5840.247,93,0.6367
1702080000000,2023-12-09 00:00:00,XRP/USDC,0.6156,0.6567,0.6156,0.6393,1343.2695,2097.208,880.505,1377.0357,57,0.6405
1701993600000,2023-12-08 00:00:00,XRP/USDC,0.6092,0.6399,0.6092,0.6156,192.0081,307.8885,115.7005,183.5691,7,0.6239
1701907200000,2023-12-07 00:00:00,XRP/USDC,0.5978,0.6189,0.5914,0.6189,312.5847,520.5835,53.4749,86.4032,18,0.6006
1701820800000,2023-12-06 00:00:00,XRP/USDC,0.5891,0.6024,0.5812,0.6023,571.1466,966.61,449.9842,761.3214,24,0.5909
1701734400000,2023-12-05 00:00:00,XRP/USDC,0.5866,0.5954,0.58,0.5827,1718.5223,2930.6168,913.3397,1559.92,69,0.5864
1701648000000,2023-12-04 00:00:00,XRP/USDC,0.6129,0.625,0.5401,0.5849,1201.6788,2043.1468,443.186,744.6418,73,0.5886
1701561600000,2023-12-03 00:00:00,XRP/USDC,0.6101,0.6101,0.5948,0.5955,215.5725,358.5702,85.4879,140.4566,7,0.6012
1701475200000,2023-12-02 00:00:00,XRP/USDC,0.6096,0.6096,0.6096,0.6096,58.3589,95.7332,58.3589,95.7332,1,0.6096
1701388800000,2023-12-01 00:00:00,XRP/USDC,0.5997,0.6468,0.5917,0.6067,9295.4754,15469.1916,8452.7423,14072.7974,116,0.6009
1701302400000,2023-11-30 00:00:00,XRP/USDC,0.6049,0.6075,0.586,0.6024,1888.8769,3147.3069,962.9495,1595.413,158,0.6001
1701216000000,2023-11-29 00:00:00,XRP/USDC,0.6144,0.6144,0.6083,0.6085,1255.725,2063.4141,1018.1143,1673.2,40,0.6085
1701129600000,2023-11-28 00:00:00,XRP/USDC,0.6044,0.6142,0.6014,0.6142,629.3427,1033.5645,293.4553,481.1276,30,0.6089
1701043200000,2023-11-27 00:00:00,XRP/USDC,0.6099,0.6099,0.5988,0.5988,720.6965,1198.2736,257.5219,427.735,19,0.6014
1700956800000,2023-11-26 00:00:00,XRP/USDC,0.6224,0.6238,0.614,0.6147,366.4838,588.6226,230.5645,369.9404,18,0.6226
1700870400000,2023-11-25 00:00:00,XRP/USDC,0.6212,0.6234,0.6154,0.6204,643.6135,1037.2336,280.9538,452.3713,35,0.6205
1700784000000,2023-11-24 00:00:00,XRP/USDC,0.6203,0.6237,0.6142,0.6213,2558.7669,4122.1037,2160.4713,3478.9061,57,0.6207
1700697600000,2023-11-23 00:00:00,XRP/USDC,0.6119,0.6288,0.6084,0.6288,854.8531,1388.3797,552.6376,894.9404,39,0.6157
1700611200000,2023-11-22 00:00:00,XRP/USDC,0.5871,0.6159,0.587,0.6131,6820.3048,11190.5213,1710.9573,2880.9627,40,0.6096
1700524800000,2023-11-21 00:00:00,XRP/USDC,0.6159,0.6172,0.589,0.589,5450.8989,8944.4847,3730.2161,6119.7162,81,0.6094
1700438400000,2023-11-20 00:00:00,XRP/USDC,0.6184,0.6265,0.6112,0.6112,1157.1201,1865.1666,154.8254,248.135,20,0.6204
1700352000000,2023-11-19 00:00:00,XRP/USDC,0.6084,0.6224,0.6045,0.6215,654.1403,1062.6362,410.9754,668.3512,25,0.6156
1700265600000,2023-11-18 00:00:00,XRP/USDC,0.6089,0.615,0.5998,0.6081,565.1009,931.8655,219.909,363.4104,24,0.6064
1700179200000,2023-11-17 00:00:00,XRP/USDC,0.6197,0.6235,0.5984,0.6136,302.4746,494.4912,199.5865,325.7137,17,0.6118
1700092800000,2023-11-16 00:00:00,XRP/USDC,0.644,0.6459,0.609,0.6137,485.5114,771.5337,159.4699,256.5935,21,0.6294
1700006400000,2023-11-15 00:00:00,XRP/USDC,0.6283,0.6436,0.6268,0.6403,687.9708,1084.9653,433.3629,684.0385,18,0.6341
1699920000000,2023-11-14 00:00:00,XRP/USDC,0.6734,0.6734,0.605,0.6302,3676.6837,5876.0753,664.3332,1025.9159,70,0.6263
1699833600000,2023-11-13 00:00:00,XRP/USDC,0.6606,0.7399,0.6455,0.6735,11676.9355,16711.6037,2820.3382,4109.3401,215,0.7002
1699747200000,2023-11-12 00:00:00,XRP/USDC,0.6664,0.6762,0.6659,0.6673,474.4727,706.0697,367.8476,546.187,30,0.672
1699660800000,2023-11-11 00:00:00,XRP/USDC,0.6444,0.6444,0.6444,0.6444,0,0,0,0,0,0.6563
1699574400000,2023-11-10 00:00:00,XRP/USDC,0.6616,0.667,0.6444,0.6444,773.0462,1178.142,0,0,4,0.6563
1699488000000,2023-11-09 00:00:00,XRP/USDC,0.6858,0.727,0.64,0.727,22183.2653,32652.8529,989.4083,1389.1117,23,0.6795
1699401600000,2023-11-08 00:00:00,XRP/USDC,0.679,0.6847,0.679,0.68,231.6902,340.8808,128.3778,188.7708,5,0.6796
1699315200000,2023-11-07 00:00:00,XRP/USDC,0.682,0.744,0.6767,0.6856,737.0108,1006.5134,707.7951,963.7149,11,0.7329
1699228800000,2023-11-06 00:00:00,XRP/USDC,0.663,0.7739,0.65,0.72,12027.3106,16914.7996,864.6743,1152.0711,64,0.7115
1699142400000,2023-11-05 00:00:00,XRP/USDC,0.63,0.6601,0.63,0.6506,6500.7914,10104.6139,2867.5428,4536.9652,37,0.6435
1699056000000,2023-11-04 00:00:00,XRP/USDC,0.5983,0.5983,0.5983,0.5983,0,0,0,0,0,0.5983
1698969600000,2023-11-03 00:00:00,XRP/USDC,0.5983,0.5983,0.5983,0.5983,4.4043,7.3614,0,0,1,0.5983
1698883200000,2023-11-02 00:00:00,XRP/USDC,0.6019,0.6083,0.6019,0.605,74.8098,123.6229,0,0,3,0.6051
1698796800000,2023-11-01 00:00:00,XRP/USDC,0.595,0.6222,0.595,0.6127,6850.0272,11137.1478,318.3393,515.9791,17,0.615
1698710400000,2023-10-31 00:00:00,XRP/USDC,0.5737,0.596,0.5737,0.5959,3097.1285,5287.0059,2928.5131,5003.4383,18,0.5858
1698624000000,2023-10-30 00:00:00,XRP/USDC,0.571,0.5852,0.571,0.5852,2435.1869,4261.097,2373.3665,4153.5392,17,0.5715
1698537600000,2023-10-29 00:00:00,XRP/USDC,0.5748,0.5824,0.5526,0.5824,29.2454,51.231,21.8002,37.758,3,0.571
1698451200000,2023-10-28 00:00:00,XRP/USDC,0.5402,0.5798,0.5402,0.5798,14.8371,27.0088,3.6164,6.2375,3,0.5498
1698364800000,2023-10-27 00:00:00,XRP/USDC,0.5548,0.5549,0.546,0.546,217.7106,394.827,130.3964,235.0572,8,0.5514
1698278400000,2023-10-26 00:00:00,XRP/USDC,0.5547,0.5722,0.5547,0.5722,156.2262,278.1018,10.0029,17.4816,4,0.5618
1698192000000,2023-10-25 00:00:00,XRP/USDC,0.5546,0.5628,0.5546,0.5569,738.472,1325.4317,35.1833,62.5149,4,0.5571
1698105600000,2023-10-24 00:00:00,XRP/USDC,0.566,0.6054,0.5505,0.5577,211.2428,382.025,56.4201,100.785,5,0.553
1698019200000,2023-10-23 00:00:00,XRP/USDC,0.53,0.5301,0.53,0.53,9074.4372,17121.5498,0,0,38,0.53
1697932800000,2023-10-22 00:00:00,XRP/USDC,0.53,0.53,0.53,0.53,0,0,0,0,0,0.536
1697846400000,2023-10-21 00:00:00,XRP/USDC,0.5114,0.5555,0.5114,0.53,687.3852,1282.7789,308.8281,564.6145,10,0.536
1697760000000,2023-10-20 00:00:00,XRP/USDC,0.5287,0.5434,0.5193,0.5434,703.326,1346.8022,373.6413,712.602,13,0.5222
1697673600000,2023-10-19 00:00:00,XRP/USDC,0.48,0.5494,0.48,0.4867,95.8974,192.6374,20.5427,37.3913,4,0.4991
1697587200000,2023-10-18 00:00:00,XRP/USDC,0.5111,0.5285,0.4404,0.4861,141.0905,283.5331,109.0989,212.9692,5,0.4991
1697500800000,2023-10-17 00:00:00,XRP/USDC,0.4825,0.4825,0.4825,0.4825,0,0,0,0,0,0.4825
1697414400000,2023-10-16 00:00:00,XRP/USDC,0.4825,0.4825,0.4825,0.4825,0,0,0,0,0,0.4825
1697328000000,2023-10-15 00:00:00,XRP/USDC,0.4825,0.4825,0.4825,0.4825,0,0,0,0,0,0.4825
1697241600000,2023-10-14 00:00:00,XRP/USDC,0.4825,0.4825,0.4825,0.4825,66.5267,137.8793,0,0,1,0.4825
1697155200000,2023-10-13 00:00:00,XRP/USDC,0.4687,0.49,0.4359,0.49,709.447,1547.4102,92.6284,194.132,13,0.4586
1697068800000,2023-10-12 00:00:00,XRP/USDC,0.4593,0.4593,0.4593,0.4593,11.9823,26.0882,0,0,1,0.4593
1696982400000,2023-10-11 00:00:00,XRP/USDC,0.5136,0.5136,0.5136,0.5136,36.5927,71.2476,36.5927,71.2476,1,0.5136
1696896000000,2023-10-10 00:00:00,XRP/USDC,0.5074,0.5074,0.5074,0.5074,8.1849,16.1312,8.1849,16.1312,1,0.5074
1696809600000,2023-10-09 00:00:00,XRP/USDC,0.498,0.498,0.498,0.498,4.98,10,4.98,10,1,0.498
1696723200000,2023-10-08 00:00:00,XRP/USDC,0.5277,0.5277,0.5277,0.5277,0,0,0,0,0,0.5277
1696636800000,2023-10-07 00:00:00,XRP/USDC,0.5277,0.5277,0.5277,0.5277,2.7974,5.3013,2.7974,5.3013,1,0.5277
1696550400000,2023-10-06 00:00:00,XRP/USDC,0.527,0.5291,0.527,0.5291,115.027,218.0914,115.027,218.0914,6,0.5274
1696464000000,2023-10-05 00:00:00,XRP/USDC,0.5251,0.5254,0.52,0.5254,1138.0037,2186.5456,81.2945,154.7887,27,0.5204
1696377600000,2023-10-04 00:00:00,XRP/USDC,0.5274,0.5337,0.5264,0.5304,515.6738,972.5205,0,0,6,0.5302
1696291200000,2023-10-03 00:00:00,XRP/USDC,0.5114,0.5416,0.5051,0.5416,7373.4363,13974.4314,5948.4974,11167.3473,54,0.5278
1696204800000,2023-10-02 00:00:00,XRP/USDC,0.5033,0.5102,0.5032,0.5084,1327.1453,2630.1086,632.4916,1256.9388,7,0.5046
1696118400000,2023-10-01 00:00:00,XRP/USDC,0.5132,0.5237,0.4947,0.5201,776.201,1532.1194,92.3303,176.362,18,0.5068
1696032000000,2023-09-30 00:00:00,XRP/USDC,0.5144,0.5188,0.5128,0.5128,256.5529,497.5809,85.379,164.5703,5,0.5156
1695945600000,2023-09-29 00:00:00,XRP/USDC,0.5064,0.5407,0.5064,0.5297,1779.1169,3352.3899,1609.6015,3038.7131,23,0.5307
1695859200000,2023-09-28 00:00:00,XRP/USDC,0.5017,0.55,0.5017,0.55,409.6856,744.9109,0,0,2,0.5499
1695772800000,2023-09-27 00:00:00,XRP/USDC,0.5014,0.5066,0.5013,0.5066,4084.6241,8146.3665,4084.6241,8146.3665,42,0.5014
1695686400000,2023-09-26 00:00:00,XRP/USDC,0.516,0.516,0.516,0.516,0,0,0,0,0,0.516
1695600000000,2023-09-25 00:00:00,XRP/USDC,0.516,0.516,0.516,0.516,0,0,0,0,0,0.516
1695513600000,2023-09-24 00:00:00,XRP/USDC,0.516,0.516,0.516,0.516,19.0171,36.855,19.0171,36.855,1,0.516
1695427200000,2023-09-23 00:00:00,XRP/USDC,0.5168,0.5168,0.5168,0.5168,0,0,0,0,0,0.5168
1695340800000,2023-09-22 00:00:00,XRP/USDC,0.5168,0.5168,0.5168,0.5168,0,0,0,0,0,0.5168
1695254400000,2023-09-21 00:00:00,XRP/USDC,0.5168,0.5168,0.5168,0.5168,0,0,0,0,0,0.5168
1695168000000,2023-09-20 00:00:00,XRP/USDC,0.5125,0.5172,0.5125,0.5168,3771.7932,7297.8531,539.747,1044.2326,18,0.5168
1695081600000,2023-09-19 00:00:00,XRP/USDC,0.5081,0.5111,0.5001,0.5111,2409.0514,4732.6267,354.4539,697.2425,11,0.509
1694995200000,2023-09-18 00:00:00,XRP/USDC,0.49,0.4973,0.49,0.4973,3446.3484,6995.558,3323.7872,6746.7029,21,0.4926
1694908800000,2023-09-17 00:00:00,XRP/USDC,0.4937,0.4937,0.4937,0.4937,21.565,43.6805,0,0,3,0.4937
1694822400000,2023-09-16 00:00:00,XRP/USDC,0.4985,0.4985,0.4938,0.4938,588.6922,1190,0,0,4,0.4947
1694736000000,2023-09-15 00:00:00,XRP/USDC,0.4901,0.5066,0.4702,0.5066,7356.2222,14962.9656,25.8804,52.0805,31,0.4916
1694649600000,2023-09-14 00:00:00,XRP/USDC,0.4792,0.4956,0.4792,0.4956,1127.8403,2347.7327,1125.6086,2343.0756,4,0.4804
1694563200000,2023-09-13 00:00:00,XRP/USDC,0.4787,0.481,0.4787,0.481,87.3794,182.3639,0,0,3,0.4791
1694476800000,2023-09-12 00:00:00,XRP/USDC,0.4755,0.4839,0.4755,0.4839,486.1612,1005.5596,234.9967,485.8683,12,0.4834
1694390400000,2023-09-11 00:00:00,XRP/USDC,0.4996,0.5004,0.4684,0.472,801.1942,1697.7257,74.4405,151.0177,14,0.472
1694304000000,2023-09-10 00:00:00,XRP/USDC,0.4974,0.4994,0.4952,0.4972,273.5047,549.6055,157.063,315.5449,12,0.4976
1694217600000,2023-09-09 00:00:00,XRP/USDC,0.4981,0.5054,0.4979,0.5054,56.2709,112.2037,4.7301,9.3593,10,0.5015
1694131200000,2023-09-08 00:00:00,XRP/USDC,0.5069,0.5069,0.5016,0.5016,33.3117,65.8248,28.0706,55.377,4,0.506
1694044800000,2023-09-07 00:00:00,XRP/USDC,0.4996,0.4996,0.48,0.4981,594.947,1224.4586,485.0725,1003.4308,7,0.486
1693958400000,2023-09-06 00:00:00,XRP/USDC,0.5032,0.5032,0.4976,0.5024,59.6995,119.1441,47.9045,95.5709,6,0.501
1693872000000,2023-09-05 00:00:00,XRP/USDC,0.5005,0.5005,0.47,0.47,120.9951,249.98,0,0,4,0.4842
1693785600000,2023-09-04 00:00:00,XRP/USDC,0.5079,0.5079,0.5032,0.5032,12.6062,24.8697,7.7445,15.2481,4,0.5068
1693699200000,2023-09-03 00:00:00,XRP/USDC,0.5042,0.5074,0.5042,0.5071,18.9961,37.5214,18.9961,37.5214,3,0.5062
1693612800000,2023-09-02 00:00:00,XRP/USDC,0.4938,0.5049,0.4935,0.4981,65.898,132.1956,48.6829,97.4029,9,0.4985
1693526400000,2023-09-01 00:00:00,XRP/USDC,0.509,0.509,0.4916,0.4988,104.5922,210.2906,63.689,127.1787,8,0.4974
1693440000000,2023-08-31 00:00:00,XRP/USDC,0.523,0.523,0.5,0.5,1191.4162,2298.6496,79.209,152.2958,18,0.5184
1693353600000,2023-08-30 00:00:00,XRP/USDC,0.5326,0.5345,0.529,0.529,16332.5078,30702.9991,102.0674,191.7949,58,0.5319
