https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDC,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1686355200000,2023-06-10 00:00:00,ETH/USDC,1840.51,1845.89,1719.36,1753.05,130794.55,74.195418,73071.31,41.423327,3276,1763.52
1686268800000,2023-06-09 00:00:00,ETH/USDC,1847.07,1856.19,1827.93,1840.59,108854.8,59.152004,41737.83,22.665017,2934,1840.27
1686182400000,2023-06-08 00:00:00,ETH/USDC,1832.85,1861.24,1829.4,1846.69,181739.51,98.36674,78172.76,42.33759,3053,1847.59
1686096000000,2023-06-07 00:00:00,ETH/USDC,1883.42,1895.21,1823.31,1832.96,121070.18,65.165224,63962.17,34.468423,3137,1858.06
1686009600000,2023-06-06 00:00:00,ETH/USDC,1812.41,1899.89,1793.31,1885.02,145016.32,78.652396,78247.64,42.348893,3288,1844.3
1685923200000,2023-06-05 00:00:00,ETH/USDC,1888.14,1893.91,1782.5,1810.83,181757.14,98.661426,100862.11,54.577693,3307,1842.79
1685836800000,2023-06-04 00:00:00,ETH/USDC,1891.01,1913.71,1881.1,1889.84,96812.01,50.954285,48959.47,25.771301,2959,1899.99
1685750400000,2023-06-03 00:00:00,ETH/USDC,1910.69,1917.47,1883.23,1891.91,99371.98,52.33791,45425.68,23.933243,3046,1898.68
1685664000000,2023-06-02 00:00:00,ETH/USDC,1862.98,1911.96,1849.27,1906.09,136115.97,71.961007,73016.08,38.580691,3066,1891.6
1685577600000,2023-06-01 00:00:00,ETH/USDC,1875.02,1888.85,1844.05,1863.17,106423.08,57.032219,54183.67,29.005602,3023,1866.06
1685491200000,2023-05-31 00:00:00,ETH/USDC,1897.29,1907.42,1842.39,1874.42,104806.05,56.028263,54359.14,29.050002,3038,1870.68
1685404800000,2023-05-30 00:00:00,ETH/USDC,1892.97,1918.98,1875.92,1900.6,113027.04,59.337089,60843.9,31.928416,3115,1904.85
1685318400000,2023-05-29 00:00:00,ETH/USDC,1908.76,1931.29,1875.86,1881.98,119754.1,62.997205,54679.57,28.77122,3269,1900.98
1685232000000,2023-05-28 00:00:00,ETH/USDC,1829.79,1915.55,1822.7,1908.76,142773.01,76.842352,69997.86,37.630728,3434,1858.21
1685145600000,2023-05-27 00:00:00,ETH/USDC,1828.93,1838.34,1811.05,1830.26,98070.32,53.642064,47118.25,25.772867,3040,1828.24
1685059200000,2023-05-26 00:00:00,ETH/USDC,1808.58,1840.34,1795.65,1827.87,98101.38,53.938535,45113.17,24.809471,3208,1818.83
1684972800000,2023-05-25 00:00:00,ETH/USDC,1804.12,1820.97,1758.81,1806.37,115457.91,64.407271,50798.61,28.288061,3293,1792.75
1684886400000,2023-05-24 00:00:00,ETH/USDC,1854.1,1871.62,1780.35,1800.48,141489.94,78.020875,77330.48,42.659463,3405,1813.62
1684800000000,2023-05-23 00:00:00,ETH/USDC,1819.03,1873.54,1811,1853.52,150141.97,81.069512,68618.89,37.051438,3366,1852.06
1684713600000,2023-05-22 00:00:00,ETH/USDC,1805.98,1828.91,1791.01,1818.6,106740.26,58.880499,53963.18,29.766572,3350,1812.86
1684627200000,2023-05-21 00:00:00,ETH/USDC,1818.24,1834.1,1795.76,1804.61,118800.82,65.518872,54143.58,29.857361,3992,1813.24
1684540800000,2023-05-20 00:00:00,ETH/USDC,1813.13,1830.98,1800.24,1819.81,148744.91,81.952813,69212.46,38.130267,5005,1815.01
1684454400000,2023-05-19 00:00:00,ETH/USDC,1800.27,1828.96,1790.02,1813.14,149695.99,82.707586,69596.1,38.454833,5074,1809.96
1684368000000,2023-05-18 00:00:00,ETH/USDC,1823.42,1833.27,1771.24,1801.01,168872.23,93.140685,79918.77,44.083432,5398,1813.19
1684281600000,2023-05-17 00:00:00,ETH/USDC,1826.56,1835.69,1785.99,1823.09,145024.08,79.930007,70367.89,38.790025,5379,1814.47
1684195200000,2023-05-16 00:00:00,ETH/USDC,1818.39,1834.26,1795.39,1826.25,170910.34,93.928605,86506.1,47.54852,5618,1819.59
1684108800000,2023-05-15 00:00:00,ETH/USDC,1801.66,1846.62,1788.68,1818.37,179698.81,98.368372,92099.7,50.424576,5562,1826.82
1684022400000,2023-05-14 00:00:00,ETH/USDC,1795.18,1825.26,1788.59,1801.36,157639.28,87.380677,84052.14,46.590768,5359,1804.07
1683936000000,2023-05-13 00:00:00,ETH/USDC,1809.23,1820.8,1785.86,1795.54,153265.61,85.057505,87564.61,48.588885,4952,1801.92
1683849600000,2023-05-12 00:00:00,ETH/USDC,1797.42,1816.76,1740.98,1809.21,184936.16,104.162203,106943.69,60.233089,5740,1775.59
1683763200000,2023-05-11 00:00:00,ETH/USDC,1841.39,1848.09,1767.55,1796.54,238868.64,131.782287,137836.66,76.049281,5644,1812.76
1683676800000,2023-05-10 00:00:00,ETH/USDC,1850.07,1888.53,1789.93,1841.39,182227.69,98.475459,101979.8,55.135199,5561,1850.64
1683590400000,2023-05-09 00:00:00,ETH/USDC,1855.3,1862.02,1811.79,1848.85,152372.1,82.533686,81747.37,44.281092,5482,1846.19
1683504000000,2023-05-08 00:00:00,ETH/USDC,1869.25,1885.49,1815.55,1851.33,157447.27,85.047965,89439.65,48.303555,5660,1851.38
1683417600000,2023-05-07 00:00:00,ETH/USDC,1897.77,1936.21,1868.68,1871.61,118999.01,62.398249,63626.45,33.349763,5462,1907.13
1683331200000,2023-05-06 00:00:00,ETH/USDC,1992.97,2020.71,1865.3,1897.78,144683.27,75.284354,78183.11,40.591534,5707,1922.49
1683244800000,2023-05-05 00:00:00,ETH/USDC,1878.96,2001.37,1873.47,1995.29,130102.37,67.178527,73422.44,37.860341,5534,1937.55
1683158400000,2023-05-04 00:00:00,ETH/USDC,1904.62,1917.45,1867.33,1877.62,123359.59,65.12387,61660.4,32.566469,4900,1894.28
1683072000000,2023-05-03 00:00:00,ETH/USDC,1871.12,1915.3,1842.17,1904.61,116331.03,62.22121,66641.19,35.650075,4884,1869.73
1682985600000,2023-05-02 00:00:00,ETH/USDC,1831.98,1881.36,1809.43,1872.04,102931.1,55.831621,60812.2,33.014441,4614,1843.76
1682899200000,2023-05-01 00:00:00,ETH/USDC,1874.5,1889.77,1809.81,1833.84,106751.12,58.007389,60984.6,33.167463,5092,1840.45
1682812800000,2023-04-30 00:00:00,ETH/USDC,1908.77,1940.93,1867.61,1867.61,143740.55,75.259038,73610.64,38.647679,4716,1910.09
1682726400000,2023-04-29 00:00:00,ETH/USDC,1892.43,1917.76,1879.41,1909.04,82043.59,43.146227,38274.79,20.127499,4400,1901.54
1682640000000,2023-04-28 00:00:00,ETH/USDC,1912.08,1927.02,1875.46,1893.81,91562.75,48.160232,43016.15,22.617793,4922,1901.27
1682553600000,2023-04-27 00:00:00,ETH/USDC,1865.79,1941.18,1862.05,1909.5,129521.85,68.227413,58446.43,30.743079,5246,1898.5
1682467200000,2023-04-26 00:00:00,ETH/USDC,1867.15,1960.18,1787.83,1866.69,89621.99,47.546172,42258.23,22.457963,4781,1885.85
1682380800000,2023-04-25 00:00:00,ETH/USDC,1842.62,1877.94,1806.33,1866.21,106036.99,57.903666,42017.89,22.886118,4688,1831.42
1682294400000,2023-04-24 00:00:00,ETH/USDC,1863.27,1888.8,1810.49,1843.35,94697.77,51.2195,43192.14,23.352876,5072,1848.97
1682208000000,2023-04-23 00:00:00,ETH/USDC,1876.99,1885.05,1838.35,1864.55,88595.39,47.52759,43118.2,23.125634,4923,1864.13
1682121600000,2023-04-22 00:00:00,ETH/USDC,1851.04,1887.67,1833.19,1875.19,177861.52,95.696108,86381.33,46.487127,4801,1858.65
1682035200000,2023-04-21 00:00:00,ETH/USDC,1944.28,1957.05,1828.33,1849.1,549141.02,288.887624,298435.7,157.202145,5093,1901.54
1681948800000,2023-04-20 00:00:00,ETH/USDC,1940.33,1980.72,1920.1,1943.73,539132.19,276.499614,305166.66,156.551586,5342,1949.91
1681862400000,2023-04-19 00:00:00,ETH/USDC,2104.28,2105.76,1928.25,1940.33,657764.77,328.903217,396341.06,198.818058,5283,2000.99
1681776000000,2023-04-18 00:00:00,ETH/USDC,2074.67,2123.2,2056.36,2102.86,434030.9,207.349715,223518.29,106.699736,4409,2093.31
1681689600000,2023-04-17 00:00:00,ETH/USDC,2119.8,2126.07,2061.08,2075.25,448743.3,215.036147,234209.49,112.204188,4292,2086.87
1681603200000,2023-04-16 00:00:00,ETH/USDC,2091.44,2140.27,2074.61,2119.44,425696.85,202.657184,213839.45,101.811975,4266,2100.66
1681516800000,2023-04-15 00:00:00,ETH/USDC,2101.17,2111.74,2073.96,2092.77,436699.4,208.320349,222623.33,106.181856,4176,2096.31
1681430400000,2023-04-14 00:00:00,ETH/USDC,2010.21,2129.37,2009.23,2101.11,571281.24,272.531597,306136.63,146.170322,4984,2096.47
1681344000000,2023-04-13 00:00:00,ETH/USDC,1918.43,2029.99,1900.02,2013.35,564035.62,286.654571,285713.64,145.170153,5139,1968.5
1681257600000,2023-04-12 00:00:00,ETH/USDC,1891.64,1931.01,1857.44,1917.94,494508.29,261.405369,257476.43,136.009897,4844,1891.95
1681171200000,2023-04-11 00:00:00,ETH/USDC,1911.9,1936.92,1884.55,1891.22,480546.51,251.217583,249302.77,130.292983,4817,1912.93
1681084800000,2023-04-10 00:00:00,ETH/USDC,1863.28,1917.37,1845.41,1911.85,481234.56,257.077047,259098.82,138.372817,4331,1872.13
1680998400000,2023-04-09 00:00:00,ETH/USDC,1849.27,1875.07,1827.76,1863.39,412606.83,223.327625,205767.53,111.439827,4136,1847.6
1680912000000,2023-04-08 00:00:00,ETH/USDC,1864.7,1879.25,1844.73,1849.6,422343.46,226.403321,217442.63,116.565873,4193,1865.47
1680825600000,2023-04-07 00:00:00,ETH/USDC,1873.31,1883.49,1843.78,1864.76,424158.9,227.752816,207913.37,111.636781,4589,1862.4
1680739200000,2023-04-06 00:00:00,ETH/USDC,1907.19,1911.88,1856.47,1873.42,496338.58,264.213003,247347.85,131.672375,5049,1878.62
1680652800000,2023-04-05 00:00:00,ETH/USDC,1872.98,1947.72,1863.4,1909.58,538801.36,282.388957,263167.59,137.843245,5323,1908.05
1680566400000,2023-04-04 00:00:00,ETH/USDC,1813.27,1885.42,1799.9,1871.16,473027.39,256.490538,245178.33,133.02207,5089,1844.64
1680480000000,2023-04-03 00:00:00,ETH/USDC,1796.17,1840.16,1766.33,1810.98,507069.17,281.864899,274212.83,152.406119,5258,1799.09
1680393600000,2023-04-02 00:00:00,ETH/USDC,1823.21,1828.59,1776.89,1796.07,566182.25,312.918681,296182.26,163.633502,5741,1809.44
1680307200000,2023-04-01 00:00:00,ETH/USDC,1821.67,1842.84,1807.85,1822.68,524769.59,287.753286,272356.34,149.316602,5736,1823.68
1680220800000,2023-03-31 00:00:00,ETH/USDC,1803.9,1847.3,1784.21,1821.79,356061.37,195.597571,183586.11,100.785298,3547,1820.48
1680134400000,2023-03-30 00:00:00,ETH/USDC,1793.87,1827.85,1767.76,1794.51,172363.65,96.149559,80546.32,44.975073,4632,1792.75
1680048000000,2023-03-29 00:00:00,ETH/USDC,1774.42,1824.79,1773.95,1793.82,167386.88,92.981737,86179.33,47.871209,3737,1800.27
1679961600000,2023-03-28 00:00:00,ETH/USDC,1720.44,1794.15,1704.74,1773.91,119646.33,68.895957,65273.74,37.556417,3168,1736.87
1679875200000,2023-03-27 00:00:00,ETH/USDC,1775.96,1783.52,1692.79,1715.85,95668.55,55.088467,42818.95,24.594157,4256,1737.08
1679788800000,2023-03-26 00:00:00,ETH/USDC,1743.6,1802.27,1741.1,1776.84,153732.77,86.941378,79711.79,45.064493,10486,1768.34
1679702400000,2023-03-25 00:00:00,ETH/USDC,1751.7,1766.49,1717.4,1743.95,142775.64,81.722937,79364.41,45.447926,6060,1747.13
1679616000000,2023-03-24 00:00:00,ETH/USDC,1819.07,1826.17,1731.61,1751.27,232005.29,130.20909,104608.4,58.708997,7098,1782.18
1679529600000,2023-03-23 00:00:00,ETH/USDC,1741.6,1862.16,1733.89,1819.01,203406.83,114.155258,110314,61.894137,6702,1782.55
1679443200000,2023-03-22 00:00:00,ETH/USDC,1806.17,1829.36,1717.4,1739.4,263328.04,147.387794,128909.86,72.148261,7647,1787.04
1679356800000,2023-03-21 00:00:00,ETH/USDC,1738.83,1839.41,1725.96,1806.02,612540.19,344.438482,299007.8,168.237683,7991,1778.82
1679270400000,2023-03-20 00:00:00,ETH/USDC,1786.55,1808.2,1732.3,1740.4,872523.41,491.925359,500413.45,281.856713,8754,1773.8
1679184000000,2023-03-19 00:00:00,ETH/USDC,1763.97,1844.19,1763.28,1786.55,523005.93,291.443656,268892.21,149.894977,8131,1794.7
1679097600000,2023-03-18 00:00:00,ETH/USDC,1787.12,1851.18,1757.19,1763.98,257276.42,142.647369,133727.67,74.135887,8173,1803.72
1679011200000,2023-03-17 00:00:00,ETH/USDC,1676.81,1800.18,1666.54,1787.02,264358.11,152.920153,126769.22,73.371962,8911,1729.07
1678924800000,2023-03-16 00:00:00,ETH/USDC,1656.54,1696.19,1639.79,1676.78,287729.5,173.346042,156512.43,94.299279,9386,1659.9
1678838400000,2023-03-15 00:00:00,ETH/USDC,1706.71,1728.82,1620.3,1656.56,288136.87,171.467694,140503.71,83.472111,8989,1681
1678752000000,2023-03-14 00:00:00,ETH/USDC,1680.1,1808.2,1663.76,1706,531804.36,311.525169,326938.21,190.795629,8726,1707.82
1678665600000,2023-03-13 00:00:00,ETH/USDC,1605.35,1702.19,1578.4,1680.59,587786.96,359.022666,290037.55,177.145634,8356,1637.84
1678579200000,2023-03-12 00:00:00,ETH/USDC,1531.39,1650,1503.06,1603.29,836061.83,536.947036,417068.87,267.708151,9379,1557.82
1678492800000,2023-03-11 00:00:00,ETH/USDC,1431.48,1685.3,1429.35,1534.34,1646908.91,1075.52415,885692.89,577.790509,13911,1533.23
1678406400000,2023-03-10 00:00:00,ETH/USDC,1436.25,1439.6,1371.61,1431.86,2309912.18,1638.091261,1128589.62,800.823575,12449,1410.27
1678320000000,2023-03-09 00:00:00,ETH/USDC,1532.37,1545.51,1412.08,1437.45,1113013.48,736.695211,577689.63,382.800274,10724,1511.65
1678233600000,2023-03-08 00:00:00,ETH/USDC,1562.28,1573.56,1525.65,1532.19,779170.15,501.394927,385818.01,248.243426,7583,1554.03
1678147200000,2023-03-07 00:00:00,ETH/USDC,1566.1,1582.6,1537.37,1561.69,849375.71,542.729448,430024.09,274.807455,9319,1565.05
1678060800000,2023-03-06 00:00:00,ETH/USDC,1564.9,1582.76,1555.54,1565.35,1188913.92,758.955623,593611.02,378.950212,15573,1566.52
1677974400000,2023-03-05 00:00:00,ETH/USDC,1566.83,1588.79,1555.66,1565.11,1051207.21,669.691703,520377.53,331.484691,14456,1569.7
1677888000000,2023-03-04 00:00:00,ETH/USDC,1569.61,1577.29,1549.58,1567.17,951925.47,607.912238,475691.88,303.782082,12778,1565.91
1677801600000,2023-03-03 00:00:00,ETH/USDC,1648.25,1649.31,1548.22,1569.62,1013964.51,645.479878,490264.33,312.122147,13072,1571.06
1677715200000,2023-03-02 00:00:00,ETH/USDC,1665.73,1677.94,1619.16,1647.89,1148337.19,698.826305,571973.44,348.075986,15108,1643.3
1677628800000,2023-03-01 00:00:00,ETH/USDC,1604.71,1670.16,1595.51,1665.86,1989943.69,1208.56968,989489.34,601.211446,17022,1646.67
1677542400000,2023-02-28 00:00:00,ETH/USDC,1633.2,1647.02,1597.69,1604.65,1647057.82,1011.665697,771613.01,473.765546,16489,1628.14
1677456000000,2023-02-27 00:00:00,ETH/USDC,1641.54,1665.25,1607.85,1633.76,1654630.99,1009.921306,807637.21,492.725593,16449,1638.46
1677369600000,2023-02-26 00:00:00,ETH/USDC,1594.59,1649.11,1581.45,1641.47,1444804.55,899.010894,718041.01,446.604964,16359,1607.22
1677283200000,2023-02-25 00:00:00,ETH/USDC,1608.75,1613.83,1555.31,1595.35,1439667.41,902.786192,679767.55,426.218383,16560,1594.75
1677196800000,2023-02-24 00:00:00,ETH/USDC,1649.92,1664.8,1576.41,1609.16,1692632.07,1040.674363,850848.13,523.472381,17129,1626.83
1677110400000,2023-02-23 00:00:00,ETH/USDC,1643.82,1678.28,1629.63,1650.93,1319517.17,796.692554,676195.48,408.290313,18050,1656.3
1677024000000,2023-02-22 00:00:00,ETH/USDC,1659.9,1666.81,1598.5,1643.46,1286413.19,788.124322,656097.71,401.948114,17940,1632.38
1676937600000,2023-02-21 00:00:00,ETH/USDC,1703.54,1717.35,1637.88,1659.59,1514425.1,901.358872,792600.33,471.777951,18358,1680.37
1676851200000,2023-02-20 00:00:00,ETH/USDC,1680.5,1719.63,1650.46,1703.72,1419178.02,835.850185,690490.6,406.862214,17549,1697.98
1676764800000,2023-02-19 00:00:00,ETH/USDC,1691.46,1725.42,1668.48,1681,1240937.81,732.581839,614725.89,362.867363,17089,1693.96
1676678400000,2023-02-18 00:00:00,ETH/USDC,1694.21,1715.9,1678.23,1692.43,1330027.66,785.206996,663032.65,391.428203,17619,1693.86
1676592000000,2023-02-17 00:00:00,ETH/USDC,1637.94,1721.17,1631.67,1694.22,1999684.83,1196.176097,1033061.07,617.91334,20036,1671.91
1676505600000,2023-02-16 00:00:00,ETH/USDC,1675.55,1741.4,1634.47,1638.65,2457033.35,1456.404223,1186965.61,703.435964,21650,1687.32
1676419200000,2023-02-15 00:00:00,ETH/USDC,1556.06,1679.52,1543.46,1675.54,2094872.26,1320.497038,1036096.45,652.290915,18848,1587.41
1676332800000,2023-02-14 00:00:00,ETH/USDC,1506.89,1568.34,1486.33,1555.85,1728934.88,1126.959502,890963.53,580.7409,16249,1534.49
1676246400000,2023-02-13 00:00:00,ETH/USDC,1515.07,1527.33,1464.4,1506.08,1920775.64,1284.7337,980398.29,655.670576,19931,1495.23
1676160000000,2023-02-12 00:00:00,ETH/USDC,1538.89,1548.04,1493.1,1515.17,1304524.79,851.149338,640566.24,417.938759,18382,1532.7
1676073600000,2023-02-11 00:00:00,ETH/USDC,1512.81,1543.35,1497.41,1538.82,1355985.54643479,891.550286,680537.26533525,447.41809,18299,1520.954821810140698001
1675987200000,2023-02-10 00:00:00,ETH/USDC,1545.33,1554.86,1490,1514.1,1413364.16177331,920.749665,703439.2716918,458.233887,18328,1535.12900678591743793
1675900800000,2023-02-09 00:00:00,ETH/USDC,1650.68,1656.32,1526.06,1545.64,1873576.18245913,1159.577095,957438.03264017,592.69098,20679,1616.381652815998305969
1675814400000,2023-02-08 00:00:00,ETH/USDC,1672.35,1696.21,1631.16,1650.27,1762933.7222978,1057.970128,838587.5037344,503.210971,19526,1666.461161117032395446
1675728000000,2023-02-07 00:00:00,ETH/USDC,1614.23,1677.54,1613.1,1671.53,1827303.25982681,1112.005231,935196.52493108,568.982508,18620,1643.371388984435576447
1675641600000,2023-02-06 00:00:00,ETH/USDC,1630.03,1657.77,1605.31,1614.14,2046819.17671157,1253.056841,1022048.29312531,625.508969,19457,1633.533436057237893949
1675555200000,2023-02-05 00:00:00,ETH/USDC,1667.1,1677.77,1610.31,1629.85,1755489.292526,1066.147837,868080.18720868,527.138571,19451,1646.753734662792552157
1675468800000,2023-02-04 00:00:00,ETH/USDC,1664.08,1696.85,1642.77,1666.53,1878907.50419726,1126.583052,926957.25074184,555.803891,18885,1667.881811283320459873
1675382400000,2023-02-03 00:00:00,ETH/USDC,1643.78,1674.72,1627.76,1663.56,1972561.94754023,1196.721591,1004598.06813582,609.27342,19913,1648.363970715336477624
1675296000000,2023-02-02 00:00:00,ETH/USDC,1642.09,1712.67,1628.77,1643.78,2810802.92188396,1682.126125,1417913.6657283,848.589541,22827,1671.074330209360520122
1675209600000,2023-02-01 00:00:00,ETH/USDC,1585.16,1647.96,1558.38,1642.02,1670680.7450943,1048.175001,832338.25359003,522.581542,18786,1594.318494288195649509
1675123200000,2023-01-31 00:00:00,ETH/USDC,1566.44,1604.59,1560.75,1586.08,1684299.87877793,1067.175663,844195.87813,534.883118,18894,1578.336053663327988383
1675036800000,2023-01-30 00:00:00,ETH/USDC,1644.32,1648,1538.88,1566.44,1822113.11296391,1146.002832,907976.29614151,571.264,19137,1590.595743021814145994
1674950400000,2023-01-29 00:00:00,ETH/USDC,1572.75,1658.82,1565.55,1645.91,1746796.54443954,1082.831067,889476.26203256,551.208449,19828,1613.433905794836952059
1674864000000,2023-01-28 00:00:00,ETH/USDC,1598.09,1607.89,1558.95,1573,1199539.33517204,757.028769,613164.07840748,386.852899,17619,1584.632716307185090327
1674777600000,2023-01-27 00:00:00,ETH/USDC,1600.75,1621.49,1553.03,1598.16,1460838.63473127,921.576135,720184.01145476,454.307381,17808,1585.271105635455665211
1674691200000,2023-01-26 00:00:00,ETH/USDC,1611.65,1630.29,1579.19,1601.19,1262081.49129438,784.948514,640776.86033854,398.491957,16317,1607.898748670919071
1674604800000,2023-01-25 00:00:00,ETH/USDC,1554.77,1644.25,1519,1610.31,1991026.11099126,1273.667485,1009996.30335337,646.834082,18454,1563.604719767300061391
1674518400000,2023-01-24 00:00:00,ETH/USDC,1625.82,1641.83,1531.46,1555.92,1456840.30935949,901.104898,735036.50437495,454.377134,16697,1617.049930386388654567
1674432000000,2023-01-23 00:00:00,ETH/USDC,1627.86,1646.94,1589.45,1626.42,1349492.2642001,827.820543,665160.7471145,408.187806,15863,1630.214486460454685062
1674345600000,2023-01-22 00:00:00,ETH/USDC,1626.55,1670.09,1605.04,1626.9,1626954.23609304,997.271967,836576.73241603,512.797609,18026,1631.468672134809341879
1674259200000,2023-01-21 00:00:00,ETH/USDC,1659.15,1695,1615.21,1626.55,1578066.49384167,954.547554,814149.4565371,492.271297,18739,1653.273039547458143707
1674172800000,2023-01-20 00:00:00,ETH/USDC,1551.94,1672.45,1542.61,1658.57,1830753.14999867,1159.807575,926501.3706053,586.601356,18682,1579.33239356565045293
1674086400000,2023-01-19 00:00:00,ETH/USDC,1512.31,1566.72,1511.27,1551.94,1483409.76560208,967.771711,757689.22871339,494.119668,18430,1532.911338079419123202
1674000000000,2023-01-18 00:00:00,ETH/USDC,1567.09,1610.3,1502.06,1512.44,1698676.05537769,1086.104547,830565.12212584,530.85437,18683,1564.413775648787117727
1673913600000,2023-01-17 00:00:00,ETH/USDC,1575.61,1695,1541.52,1565.91,1556561.79046505,989.144668,818123.76172811,519.468963,17562,1573.784579438149270164
1673827200000,2023-01-16 00:00:00,ETH/USDC,1551.71,1600,1523.86,1576.03,1076323.96137744,688.774936,548311.09250013,350.861795,15729,1562.849014512138561325
1673740800000,2023-01-15 00:00:00,ETH/USDC,1546.16,1564.46,1517.44,1551.94,823636.55850616,535.890535,409276.39903594,266.242419,12353,1537.02278556942761957
1673654400000,2023-01-14 00:00:00,ETH/USDC,1448.97,1594.99,1444.96,1548.83,937628.01168876,611.589843,474169.61967612,309.243095,13062,1533.352739735363859045
1673568000000,2023-01-13 00:00:00,ETH/USDC,1414.52,1462.69,1399.64,1449.32,1009519.34082605,712.024589,504228.39315188,355.627306,14452,1417.986437651263868608
1673481600000,2023-01-12 00:00:00,ETH/USDC,1386.69,1434.68,1367.83,1414.55,848889.41152554,605.884113,440841.58906516,314.729318,12786,1401.235082113385708989
1673395200000,2023-01-11 00:00:00,ETH/USDC,1332.9,1390.83,1319.32,1387.81,817548.66329879,611.846296,410075.30418984,306.82927,12165,1336.3266574233146666
1673308800000,2023-01-10 00:00:00,ETH/USDC,1319.83,1342.85,1315.62,1332.98,478212.82859375,359.515976,239929.45175533,180.364871,9230,1330.177765311624685186
1673222400000,2023-01-09 00:00:00,ETH/USDC,1288.46,1343.34,1283.4,1320.05,765577.51282894,581.832131,381057.58298068,289.578333,12593,1315.954230722559104792
1673136000000,2023-01-08 00:00:00,ETH/USDC,1259.75,1292.3,1250.73,1288.25,432271.98989148,342.464326,220477.56626209,174.6746,8813,1262.291081188437584834
1673049600000,2023-01-07 00:00:00,ETH/USDC,1263.96,1269.34,1254.15,1259.75,443135.70922039,351.364708,223083.1330721,176.887467,9566,1261.187189604205307869
1672963200000,2023-01-06 00:00:00,ETH/USDC,1249.37,1273,1235.17,1263.96,497521.98458912,397.616673,246924.23253216,197.37536,9648,1251.324774540287199539
1672876800000,2023-01-05 00:00:00,ETH/USDC,1253.8,1255.92,1240.16,1249.13,468338.38930787,374.884019,233386.76297085,186.807136,9240,1249.293364878367415781
1672790400000,2023-01-04 00:00:00,ETH/USDC,1214.42,1265,1211.82,1253.78,660474.10595238,529.9673,339872.81101681,272.656724,11222,1246.351440813011767224
1672704000000,2023-01-03 00:00:00,ETH/USDC,1213.49,1219.37,1203.09,1214.28,917893.05031958,756.920468,462114.55914746,381.066145,13110,1212.677715779644044657
1672617600000,2023-01-02 00:00:00,ETH/USDC,1199.15,1220.56,1191.68,1213.73,651322.51014505,538.284101,325961.87794987,269.355316,11076,1210.056664168556017949
1672531200000,2023-01-01 00:00:00,ETH/USDC,1195.63,1205.62,1186.23,1199.04,845748.46341379,707.032449,438180.66719836,366.269892,12893,1196.204472100405064374
1672444800000,2022-12-31 00:00:00,ETH/USDC,1199.73,1208.91,1192.29,1195.24,871345.19584542,727.47245,437587.11660208,365.330591,13428,1197.778372114713782837
1672358400000,2022-12-30 00:00:00,ETH/USDC,1199.89,1201.69,1181.58,1199.39,1184270.59736063,991.385781,555895.85077844,465.345141,14869,1194.57083832548573357
1672272000000,2022-12-29 00:00:00,ETH/USDC,1191.72,1205.24,1186.36,1200.16,1090628.50699731,911.607497,502158.62298008,419.824346,14783,1196.392472038020775059
1672185600000,2022-12-28 00:00:00,ETH/USDC,1211.33,1256.46,1183.6,1191.39,1118046.98451113,934.066293,464771.33761256,388.373975,13943,1196.999438528279704837
1672099200000,2022-12-27 00:00:00,ETH/USDC,1227.64,1233.25,1199.62,1211.56,1303273.75626032,1070.617906,600492.40066913,492.772471,14822,1217.341712228831272348
1672012800000,2022-12-26 00:00:00,ETH/USDC,1218.02,1230.19,1211.55,1227.62,1037883.59362301,851.542619,499779.6679318,410.058343,13946,1218.832526948019433344
1671926400000,2022-12-25 00:00:00,ETH/USDC,1220.88,1224.54,1196.45,1218.8,1174996.6233071,967.434631,593696.50976067,488.927396,13844,1214.58064615157551524
1671840000000,2022-12-24 00:00:00,ETH/USDC,1219.81,1227.05,1212.99,1220.88,834270.62789733,684.319648,402917.38964136,330.517496,12690,1219.12777582260505043
1671753600000,2022-12-23 00:00:00,ETH/USDC,1217.14,1233.11,1208.15,1219.73,1118394.29224933,916.74744,559700.23029543,458.802353,14982,1219.966369509796550952
1671667200000,2022-12-22 00:00:00,ETH/USDC,1213.57,1234.11,1183.11,1216.67,779805.13960502,646.24627,392563.48559949,325.4294,15138,1206.795791877690572406
1671580800000,2022-12-21 00:00:00,ETH/USDC,1217.86,1221.19,1205.65,1213.75,290995.48329925,239.981018,140913.4710649,116.196219,12224,1212.583899404360671085
1671494400000,2022-12-20 00:00:00,ETH/USDC,1168.48,1228.8,1163.56,1217.87,132874.6919699,110.065412,71838.47345049,59.55044,5881,1207.381396158602661666
1671408000000,2022-12-19 00:00:00,ETH/USDC,1184.89,1194.92,1152.01,1167.77,97888.00943436,83.02664,56146.88512974,47.49789,3298,1179.051051175837033563
1671321600000,2022-12-18 00:00:00,ETH/USDC,1187.98,1196.55,1172.98,1183.33,38568.03995175,32.599377,14238.11966626,12.014943,1480,1183.115375404278930191
1671235200000,2022-12-17 00:00:00,ETH/USDC,1163.77,1188.65,1162.84,1187.39,45320.2831021,38.512945,24019.14483191,20.414429,1594,1176.771347028373349923
1671148800000,2022-12-16 00:00:00,ETH/USDC,1265.25,1279.54,1157,1165.56,293692.21377538,237.485832,141382.36295283,114.310716,2529,1237.774819519523222212
