https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDC,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1696464000000,2023-10-05 00:00:00,BTC/USDC,27727.63,28074.14,27256.74,27425.06,905962.76,32.803781,437007.38,15.80228,4526,27618.51
1696377600000,2023-10-04 00:00:00,BTC/USDC,27385.41,27823.42,27207.75,27782.08,609503,22.140625,352741.01,12.820149,2903,27529.49
1696291200000,2023-10-03 00:00:00,BTC/USDC,27467.22,27608.98,27147.91,27374.14,102736.48,3.747079,46306.66,1.689418,541,27418
1696204800000,2023-10-02 00:00:00,BTC/USDC,27964.02,28423.04,27312.31,27479.99,222805.07,7.94119,139856.87,4.968706,874,28059.27
1696118400000,2023-10-01 00:00:00,BTC/USDC,26909.85,28024.42,26909.85,27937.51,134626.35,4.941378,71086.48,2.613421,796,27248.54
1696032000000,2023-09-30 00:00:00,BTC/USDC,26848.36,27041.03,26815.05,26913.96,452327.97,16.806183,145823.5,5.414008,509,26914.45
1695945600000,2023-09-29 00:00:00,BTC/USDC,26975.46,27132.09,26700,26857.99,592998.65,22.06465,263070.14,9.794554,827,26875.68
1695859200000,2023-09-28 00:00:00,BTC/USDC,26318.9,27216.56,26256.71,26981.19,655842.41,24.604547,438758.69,16.469014,861,26658.73
1695772800000,2023-09-27 00:00:00,BTC/USDC,26169.76,26777.21,26060.39,26314.09,509600.96,19.423867,279231.31,10.64811,1004,26236.26
1695686400000,2023-09-26 00:00:00,BTC/USDC,26273.27,26339.13,26060.4,26177.44,689867.09,26.323551,308340.89,11.75157,797,26207.37
1695600000000,2023-09-25 00:00:00,BTC/USDC,26197.83,26397.55,26000,26269.56,600169.76,22.930348,389626.43,14.887335,820,26173.8
1695513600000,2023-09-24 00:00:00,BTC/USDC,26542.48,26696.27,26145.13,26228.47,982164.94,37.010956,697774.89,26.301551,1038,26537.23
1695427200000,2023-09-23 00:00:00,BTC/USDC,26548.4,26637.38,26474.04,26541.93,969811.22,36.537178,438043.18,16.499944,980,26543.15
1695340800000,2023-09-22 00:00:00,BTC/USDC,26543.84,26719.03,26426.13,26544.63,813990.05,30.623093,638780.29,24.028137,929,26581.02
1695254400000,2023-09-21 00:00:00,BTC/USDC,27106.03,27132.75,26364.79,26552.19,561349.55,21.083058,196888.11,7.386112,743,26626.5
1695168000000,2023-09-20 00:00:00,BTC/USDC,27191.95,27363.41,26851.72,27128.46,582497.27,21.459435,499140.75,18.383281,762,27144.33
1695081600000,2023-09-19 00:00:00,BTC/USDC,26737.53,27471.07,26662.05,27171.63,425352.96,15.73211,343984.7,12.713482,702,27038.38
1694995200000,2023-09-18 00:00:00,BTC/USDC,26517.48,27393.34,26400.01,26752.71,524127.52,19.613574,452854.49,16.974123,890,26725.69
1694908800000,2023-09-17 00:00:00,BTC/USDC,26556.51,26609.69,26411.8,26517.47,858312.25,32.363652,790122.72,29.791028,997,26520.9
1694822400000,2023-09-16 00:00:00,BTC/USDC,26617.11,26736.18,26453.11,26554.05,318378.1,11.991803,198593.34,7.484074,716,26549.73
1694736000000,2023-09-15 00:00:00,BTC/USDC,26513.93,26848.03,26236.95,26569.48,370007.18,13.959963,333386.7,12.578153,739,26505.42
1694649600000,2023-09-14 00:00:00,BTC/USDC,26213.62,26795.33,26163.12,26531.45,170491.4,6.430089,136879.51,5.161615,418,26515.53
1694563200000,2023-09-13 00:00:00,BTC/USDC,25864.74,26339.48,25809.88,26214.9,440964.24,16.872292,350973.02,13.427387,737,26136.04
1694476800000,2023-09-12 00:00:00,BTC/USDC,25200.16,28447.33,25148.98,25854.55,518384.44,20.042792,421114.59,16.302318,1556,25870.22
1694390400000,2023-09-11 00:00:00,BTC/USDC,25870.28,25917.84,25000,25199.93,628231.94,24.650563,261150.21,10.242515,1500,25489.44
1694304000000,2023-09-10 00:00:00,BTC/USDC,25888.64,26042.02,25648.74,25862.55,529868.32,20.51313,122598.46,4.744761,1425,25830.82
1694217600000,2023-09-09 00:00:00,BTC/USDC,25924.52,25939.39,25822.24,25914.56,682407.79,26.353372,185199.34,7.154041,1728,25894.53
1694131200000,2023-09-08 00:00:00,BTC/USDC,26243.01,26419.13,25756.43,25927.17,400197.87,15.438022,203099.31,7.844286,1154,25923.72
1694044800000,2023-09-07 00:00:00,BTC/USDC,25771.71,26484.28,25650.63,26249.05,684671.95,26.528077,441427.08,17.089671,1589,25810.02
1693958400000,2023-09-06 00:00:00,BTC/USDC,25807.33,26008.58,25438.9,25771.32,685497.63,26.611089,328833.29,12.761641,1574,25760.09
