https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USDC,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1627948800000,2021-08-03 00:00:00,LTC/USDC,141.34006459,143.18196286,135.71812411,138.417688,116392.86201534,837.49625456,0,0,0,138.97717318
1627862400000,2021-08-02 00:00:00,LTC/USDC,140.28982865,145.80916315,138.85469916,141.33599448,95565.81503739,670.16076668,0,0,0,142.6013276
1627776000000,2021-08-01 00:00:00,LTC/USDC,144.40594998,149.8,138.46870375,140.9511303,272083.14998151,1854.29941342,0,0,0,146.73096912
1627689600000,2021-07-31 00:00:00,LTC/USDC,145.6058437,146.61270307,141.9743984,144.28884108,116652.67144942,809.23744137,0,0,0,144.15135223
1627603200000,2021-07-30 00:00:00,LTC/USDC,141.48366337,145.8595952,136.0687543,145.61340776,191192.41788523,1354.14233778,0,0,0,141.19078367
1627516800000,2021-07-29 00:00:00,LTC/USDC,140.4604271,142.94649335,137.01447819,141.47472606,189627.7611758,1356.20222349,0,0,0,139.82262961
1627430400000,2021-07-28 00:00:00,LTC/USDC,134.74387764,142.04539648,132.52316002,140.24349371,133656.91729707,973.15947571,0,0,0,137.34328302
1627344000000,2021-07-27 00:00:00,LTC/USDC,131.15143745,135.10788018,127.37077002,134.75848739,106020.18338089,807.19154204,0,0,0,131.3445172
1627257600000,2021-07-26 00:00:00,LTC/USDC,127.62992905,140.44338671,127.02000452,131.15642529,323446.98761568,2377.35558176,0,0,0,136.05326443
1627171200000,2021-07-25 00:00:00,LTC/USDC,126.09811232,128.01423761,123.52988627,127.62475581,101001.92042013,805.59722016,0,0,0,125.37520971
1627084800000,2021-07-24 00:00:00,LTC/USDC,124.50438,127.67593042,123.39955002,126.06829282,82682.32787976,658.02488337,0,0,0,125.6522815
1626998400000,2021-07-23 00:00:00,LTC/USDC,120.70117433,124.8588732,117.0599774,124.19287037,113679.09013514,949.53730504,0,0,0,119.72050969
1626912000000,2021-07-22 00:00:00,LTC/USDC,117.7029846,121.92807872,115.67327901,120.68674305,87261.49541972,736.19357405,0,0,0,118.53063989
1626825600000,2021-07-21 00:00:00,LTC/USDC,107.28571694,119.13639601,105.1174715,117.6744988,129369.69414507,1138.68569709,0,0,0,113.61317216
1626739200000,2021-07-20 00:00:00,LTC/USDC,113.03085997,114.9888722,103.92779631,107.19979564,123169.02774927,1142.67596381,0,0,0,107.7899874
1626652800000,2021-07-19 00:00:00,LTC/USDC,119.17380211,120.88211625,111.78371964,113.07930063,128461.0800438,1109.37922801,0,0,0,115.79546182
1626566400000,2021-07-18 00:00:00,LTC/USDC,119.96285527,124.07517117,116.37773318,119.1939853,112961.54532417,937.81277625,0,0,0,120.4521288
1626480000000,2021-07-17 00:00:00,LTC/USDC,120.65362864,123.06812806,117.6614528,119.97262486,105534.42812699,877.00862115,0,0,0,120.334539
1626393600000,2021-07-16 00:00:00,LTC/USDC,125.71258648,127.95763678,120.41508373,120.58013612,114971.67976901,925.13010413,0,0,0,124.27622801
1626307200000,2021-07-15 00:00:00,LTC/USDC,131.0358067,133.02267726,122.06859734,125.67553222,117266.02532336,923.48969092,0,0,0,126.98141243
1626220800000,2021-07-14 00:00:00,LTC/USDC,131.40204272,132.28381163,123.95085913,131.03658857,104443.99600402,811.44716376,0,0,0,128.71324304
1626134400000,2021-07-13 00:00:00,LTC/USDC,133.44511673,134.59535335,129.42780048,131.40378277,104723.00968661,790.53328565,0,0,0,132.47134761
1626048000000,2021-07-12 00:00:00,LTC/USDC,134.39893182,139.57547882,131.9602989,133.38648,107894.16872358,794.94248534,0,0,0,135.72575464
1625961600000,2021-07-11 00:00:00,LTC/USDC,134.0394081,136.4015536,132.10852382,134.17067662,115230.84231086,857.7085618,0,0,0,134.34731497
1625875200000,2021-07-10 00:00:00,LTC/USDC,134.44020432,136.80183789,130.40872319,133.94028998,107438.27359151,807.92900948,0,0,0,132.97984393
1625788800000,2021-07-09 00:00:00,LTC/USDC,132.09903413,135.7759393,126.03236241,134.53890912,148318.4227962,1123.0908722,0,0,0,132.06270878
1625702400000,2021-07-08 00:00:00,LTC/USDC,137.16082695,137.65751999,127.83270322,132.13589291,144967.88042141,1098.26755228,0,0,0,131.99687099
1625616000000,2021-07-07 00:00:00,LTC/USDC,138.91719597,143.04015598,136.97603168,137.42756639,140453.85973994,999.03289636,0,0,0,140.58982467
1625529600000,2021-07-06 00:00:00,LTC/USDC,137.77892713,142.69541719,135.85738988,138.91719598,134745.34795108,971.21028646,0,0,0,138.73962192
1625443200000,2021-07-05 00:00:00,LTC/USDC,144.89868516,144.89868516,134.18027966,137.80557087,150649.66140068,1081.83393356,0,0,0,139.25396193
1625356800000,2021-07-04 00:00:00,LTC/USDC,140.17478147,148.1852273,136.96836727,144.86998068,140875.07726003,979.74711889,0,0,0,143.78718196
1625270400000,2021-07-03 00:00:00,LTC/USDC,136.8134666,141.44165497,134.62532178,140.16118649,115763.34828435,836.63902882,0,0,0,138.36713839
1625184000000,2021-07-02 00:00:00,LTC/USDC,137.16910562,139.07368031,130.42630063,136.85401902,105453.20941817,787.40357355,0,0,0,133.925236
1625097600000,2021-07-01 00:00:00,LTC/USDC,144.26267147,144.26267147,134.32198741,137.2942377,154456.86807252,1124.6781323,0,0,0,137.33428581
1625011200000,2021-06-30 00:00:00,LTC/USDC,144.06727615,146.80677818,136.16135168,144.18100929,112190.43614933,792.83365965,0,0,0,141.50564217
1624924800000,2021-06-29 00:00:00,LTC/USDC,137.70078218,149.2864429,137.12935456,143.92378,112862.39512275,782.66850758,0,0,0,144.20203959
1624838400000,2021-06-28 00:00:00,LTC/USDC,132.61532965,139.59689744,129.96592309,137.63392372,121296.91787386,910.79753796,0,0,0,133.17659833
1624752000000,2021-06-27 00:00:00,LTC/USDC,126.82702639,132.76964884,124.71799281,132.52911582,128428.58566288,1006.15710798,0,0,0,127.64267592
1624665600000,2021-06-26 00:00:00,LTC/USDC,124.93301745,129.27558148,118.76170778,126.83823487,194923.44263106,1575.79515398,0,0,0,123.69846558
1624579200000,2021-06-25 00:00:00,LTC/USDC,134.53794453,138.38564493,124.33565814,125.1402436,144420.99816965,1102.865102,0,0,0,130.95073722
1624492800000,2021-06-24 00:00:00,LTC/USDC,128.98607533,137.37180184,123.71087896,134.53794452,118285.9327671,889.26396513,0,0,0,133.01554702
1624406400000,2021-06-23 00:00:00,LTC/USDC,119.60898568,133.67531246,115.62253637,129.04978665,64593.7106166,503.55332753,0,0,0,128.2758093
1624320000000,2021-06-22 00:00:00,LTC/USDC,124.49037874,132.90417347,105.02097473,119.60898568,139930.74274142,1190.26541393,0,0,0,117.56263863
1624233600000,2021-06-21 00:00:00,LTC/USDC,154.75753201,155.42173976,124.09876924,124.66181927,102454.3204717,743.51610402,0,0,0,137.79704288
1624147200000,2021-06-20 00:00:00,LTC/USDC,152.56021678,156.14902804,143.79983428,154.75551413,133614.31772137,877.67037221,0,0,0,152.23747086
1624060800000,2021-06-19 00:00:00,LTC/USDC,156.18240786,160.83994722,152.45776254,152.6459196,103602.17296788,656.2218706,0,0,0,157.87674506
1623974400000,2021-06-18 00:00:00,LTC/USDC,166.91613316,167.30280106,151.30312542,156.24830603,124072.83418255,784.23285678,0,0,0,158.20917615
1623888000000,2021-06-17 00:00:00,LTC/USDC,166.53515818,173.43080377,163.16381818,167.13787627,57372.82978687,342.90227406,0,0,0,167.31539603
1623801600000,2021-06-16 00:00:00,LTC/USDC,175.12211683,177.54408093,164.63638093,166.5359015,48686.96838027,283.83286494,0,0,0,171.53393561
1623715200000,2021-06-15 00:00:00,LTC/USDC,179.80451461,181.17873289,172.22285074,175.16874913,138819.11134837,788.67829697,0,0,0,176.01487435
1623628800000,2021-06-14 00:00:00,LTC/USDC,170.89994746,180,166.29970137,180,131732.62437701,764.44111085,0,0,0,172.32540545
1623542400000,2021-06-13 00:00:00,LTC/USDC,161.85865504,171.75042095,156.40730661,170.82074619,102487.59913523,630.16892242,0,0,0,162.63512129
1623456000000,2021-06-12 00:00:00,LTC/USDC,162.86000293,164.23675486,154.14769593,161.57124068,156828.46327157,981.36276739,0,0,0,159.80682015
1623369600000,2021-06-11 00:00:00,LTC/USDC,168.18744434,173.64886707,160.58987527,162.72507505,98409.19125203,589.49345887,0,0,0,166.93856356
1623283200000,2021-06-10 00:00:00,LTC/USDC,172.61422215,174.72573153,162.24249202,168.10701482,75439.90048168,445.3741065,0,0,0,169.38546579
1623196800000,2021-06-09 00:00:00,LTC/USDC,160.5372224,173.39033294,152.51811218,172.6107256,83310.17764976,512.70547188,0,0,0,162.49129806
1623110400000,2021-06-08 00:00:00,LTC/USDC,160.94345888,164.56325672,145.21222421,160.78830185,79882.83680926,502.74910557,0,0,0,158.89205157
1623024000000,2021-06-07 00:00:00,LTC/USDC,176.51437383,182.21940213,160.38732124,162.03229878,194114.9816073,1097.86942842,0,0,0,176.81062663
1622937600000,2021-06-06 00:00:00,LTC/USDC,173.04297765,180.19767149,172.18996241,176.46530296,100184.82893453,567.68054664,0,0,0,176.48099715
1622851200000,2021-06-05 00:00:00,LTC/USDC,178.9788,185.30120028,167.69934688,173.04950389,21770.19232215,124.92720815,0,0,0,174.26301799
1622764800000,2021-06-04 00:00:00,LTC/USDC,192.13250507,192.13250507,169.08211717,179.24554642,76782.37059271,434.86142962,0,0,0,176.56744278
1622678400000,2021-06-03 00:00:00,LTC/USDC,186.73478378,197.27554296,181.1,193.07740782,135948.58720136,710.23732652,0,0,0,191.41290118
1622592000000,2021-06-02 00:00:00,LTC/USDC,182.88840933,191.21701387,178.38317404,187.15053652,231302.74758185,1247.54190287,0,0,0,185.40679639
1622505600000,2021-06-01 00:00:00,LTC/USDC,188.07056182,193.01582552,175.94906029,182.88840933,111174.36998845,611.30963848,0,0,0,181.86261591
1622419200000,2021-05-31 00:00:00,LTC/USDC,170.11692145,188.51665207,163.89883324,188.13046658,102125.35791046,573.94105989,0,0,0,177.93701313
1622332800000,2021-05-30 00:00:00,LTC/USDC,163.76782958,181.06823137,155.07997426,170.47922152,137801.19349404,798.43509481,0,0,0,172.58909883
1622246400000,2021-05-29 00:00:00,LTC/USDC,177.27605525,188.87798666,157.94086627,163.76259325,73293.45046727,424.62238522,0,0,0,172.60854118
1622160000000,2021-05-28 00:00:00,LTC/USDC,194.04576,198.972421,165.66111573,177.29839903,88644.90629333,492.21715421,0,0,0,180.09308601
1622073600000,2021-05-27 00:00:00,LTC/USDC,199.1923475,208.54371968,180.7730911,193.99040693,112973.37448489,579.27727088,0,0,0,195.02469743
1621987200000,2021-05-26 00:00:00,LTC/USDC,184.04577,203.66756331,180,199.11692649,55856.21262777,284.91102949,0,0,0,196.04791266
1621900800000,2021-05-25 00:00:00,LTC/USDC,185.97701133,193.89486643,167.92877756,183.78264649,40208.43730108,224.27564963,0,0,0,179.28133244
1621814400000,2021-05-24 00:00:00,LTC/USDC,144.04509709,184.80977501,140.32996186,184.80977501,85591.05761878,528.17208798,0,0,0,162.0514593
1621728000000,2021-05-23 00:00:00,LTC/USDC,168.89515093,175.98581,118.6812,144.03705903,122650.80756799,866.33196263,0,0,0,141.57483835
1621641600000,2021-05-22 00:00:00,LTC/USDC,179.69013001,184.37150505,161.97786,172.29454595,55697.64744129,319.3367709,0,0,0,174.4166426
1621555200000,2021-05-21 00:00:00,LTC/USDC,212.65306122,219.18367346,157.9578,176.87642908,152976.62795577,802.45655272,0,0,0,190.63540254
1621468800000,2021-05-20 00:00:00,LTC/USDC,188.46828,225,167.98782,211.05084,189977.34281225,915.41070631,0,0,0,207.53235842
1621382400000,2021-05-19 00:00:00,LTC/USDC,296.82400473,299.48726,158,186.96285,290814.8671226,1232.11793619,0,0,0,236.02843411
1621296000000,2021-05-18 00:00:00,LTC/USDC,281.89161,317.14285714,279.56016,295.20900351,81583.99405729,269.25999122,0,0,0,302.99337709
1621209600000,2021-05-17 00:00:00,LTC/USDC,296.10106534,296.5704645,261.63265306,281.9817,274972.70024772,990.16992543,0,0,0,277.70253689
1621123200000,2021-05-16 00:00:00,LTC/USDC,300.87057,323.67346938,279.32280928,296.83760284,207349.41472041,694.32947319,0,0,0,298.63259839
1621036800000,2021-05-15 00:00:00,LTC/USDC,326.00367,331.43823,297.5510204,301.59129,36873.12788511,119.29757974,0,0,0,309.08529716
1620950400000,2021-05-14 00:00:00,LTC/USDC,317.09387755,337.10713645,309.60569563,326.84187714,227233.42539864,702.17767726,0,0,0,323.61243137
1620864000000,2021-05-13 00:00:00,LTC/USDC,310.38139553,332.14285714,291.6393607,317.09387755,158864.09313961,501.50916326,0,0,0,316.77206475
1620777600000,2021-05-12 00:00:00,LTC/USDC,377.7,392.93327029,303.333,307.6212618,520708.64485562,1479.27621731,0,0,0,352.00230948
1620691200000,2021-05-11 00:00:00,LTC/USDC,358.59105,377.78176428,346.59444486,377.61106486,404677.58589129,1122.66778121,0,0,0,360.46067471
1620604800000,2021-05-10 00:00:00,LTC/USDC,388.70478455,413.08013728,341.57147578,363.45925248,1447427.77831439,3714.25200135,0,0,0,389.69563125
1620518400000,2021-05-09 00:00:00,LTC/USDC,347.63717699,389,334.6077378,385.72631937,1254869.26632177,3531.94984148,0,0,0,355.29079478
1620432000000,2021-05-08 00:00:00,LTC/USDC,345.88554,355.99049383,335.21973978,345.64519767,1425854.4048539,4146.29862082,0,0,0,343.88608618
1620345600000,2021-05-07 00:00:00,LTC/USDC,351.5,372.2,335.52349089,347.11588,294571.53157332,826.86050997,0,0,0,356.25299312
1620259200000,2021-05-06 00:00:00,LTC/USDC,356.70779254,363.363,318.60060247,356.5,307978.98166319,900.41257273,0,0,0,342.04207159
1620172800000,2021-05-05 00:00:00,LTC/USDC,303.88987192,359.6,301.4192222,356.70779254,257150.13410299,752.22523175,0,0,0,341.85257719
1620086400000,2021-05-04 00:00:00,LTC/USDC,295.30501,327.47011695,271.42857142,305.87340108,627879.84859589,2054.9392561,0,0,0,305.54667089
1620000000000,2021-05-03 00:00:00,LTC/USDC,268.98106488,299.52122631,268.67358407,294.61648963,200538.50616572,703.50256218,0,0,0,285.0572506
1619913600000,2021-05-02 00:00:00,LTC/USDC,276.91766753,277.85757999,265.25284601,269.06680205,186332.25424036,692.48678286,0,0,0,269.07698291
1619827200000,2021-05-01 00:00:00,LTC/USDC,271.64290698,278.62939729,266.25019308,276.90762025,179192.04265743,655.94946107,0,0,0,273.17964765
1619740800000,2021-04-30 00:00:00,LTC/USDC,255.30039487,273.63549444,252.72255566,271.51014256,78542.25243303,295.38963513,0,0,0,265.89373184
1619654400000,2021-04-29 00:00:00,LTC/USDC,259.00999202,262.77087235,248.751,255.36279345,88110.21817998,343.33129163,0,0,0,256.63322955
1619568000000,2021-04-28 00:00:00,LTC/USDC,259.99097649,266.90083899,248.05942061,258.85757623,91185.69234371,356.45749133,0,0,0,255.81084578
1619481600000,2021-04-27 00:00:00,LTC/USDC,247.13262,263.18615378,244.13256788,259.99391819,85834.17285351,337.81821971,0,0,0,254.08390621
1619395200000,2021-04-26 00:00:00,LTC/USDC,224.25197438,247.9675751,221.00937329,247.55239561,380102.11849062,1573.28974975,0,0,0,241.59702213
1619308800000,2021-04-25 00:00:00,LTC/USDC,224.37373389,235.72019306,211.3664904,223.90672643,140956.40588634,622.03522141,0,0,0,226.60518413
1619222400000,2021-04-24 00:00:00,LTC/USDC,239.47029,239.47029,221.16861,225.08809188,77956.32804402,336.69034614,0,0,0,231.53716445
1619136000000,2021-04-23 00:00:00,LTC/USDC,253.6534,255.10792817,211,239.54937742,300312.81846716,1295.68894213,0,0,0,231.77848378
1619049600000,2021-04-22 00:00:00,LTC/USDC,260.51024999,289.20837644,240.22999,252.48147651,301507.99623152,1156.3484105,0,0,0,260.74148024
1618963200000,2021-04-21 00:00:00,LTC/USDC,261.51125,276.83353118,251.80994799,257.90412894,135959.8633072,506.7476574,0,0,0,268.29894785
1618876800000,2021-04-20 00:00:00,LTC/USDC,262.38212,271.63928925,235.51020408,260.74772762,166714.39065169,660.15940126,0,0,0,252.5365697
1618790400000,2021-04-19 00:00:00,LTC/USDC,274.70443,281.79095623,250.88565408,261.73147,136917.9142326,516.38141031,0,0,0,265.1488057
1618704000000,2021-04-18 00:00:00,LTC/USDC,302.06176,304.08163265,228.97959183,273.55349207,250235.483724,947.98535592,0,0,0,263.96555828
1618617600000,2021-04-17 00:00:00,LTC/USDC,309.68938,334.40236995,297.50721,300.81632653,269270.96498008,839.31206762,0,0,0,320.82341642
1618531200000,2021-04-16 00:00:00,LTC/USDC,286.62634,317.22934248,266.61635,309.75802089,244710.94057131,832.04808141,0,0,0,294.10673017
1618444800000,2021-04-15 00:00:00,LTC/USDC,279.53926,290,266.72380246,286.30524338,109566.67919531,397.39161488,0,0,0,275.71462278
1618358400000,2021-04-14 00:00:00,LTC/USDC,267.93767,282.58467615,255.94441732,279.61421295,180385.70768047,666.33483636,0,0,0,270.71330784
1618272000000,2021-04-13 00:00:00,LTC/USDC,245.06108654,273.22488104,244.34436641,267.39422684,140665.23867479,533.54954884,0,0,0,263.6404416
1618185600000,2021-04-12 00:00:00,LTC/USDC,252.54229,258.6320144,240,244.46689009,162650.06829842,656.70508836,0,0,0,247.67596776
1618099200000,2021-04-11 00:00:00,LTC/USDC,256.34756607,263.03180428,244.61126659,252.22963321,138804.89556001,545.63306052,0,0,0,254.39238492
1618012800000,2021-04-10 00:00:00,LTC/USDC,220.99069804,256.40853773,219.18281896,256.40853773,181868.28878622,767.86015766,0,0,0,236.85079499
1617926400000,2021-04-09 00:00:00,LTC/USDC,226.09368,228.91104572,218.9662842,220.78248081,88669.48782971,394.73174448,0,0,0,224.63227006
1617840000000,2021-04-08 00:00:00,LTC/USDC,219.32827251,227.71570489,217.15941663,226.61639,54336.34122193,243.86934662,0,0,0,222.80922951
1617753600000,2021-04-07 00:00:00,LTC/USDC,238.08955193,242.17,211.333,218.8,313517.4513516,1348.80684091,0,0,0,232.44058514
1617667200000,2021-04-06 00:00:00,LTC/USDC,221.26374685,244.12450085,214.99999999,237.63682984,96716.62185808,415.56824847,0,0,0,232.73342516
1617580800000,2021-04-05 00:00:00,LTC/USDC,202.41647063,225,198.18130163,221.34899461,342376.3374121,1629.74182503,0,0,0,210.08010726
1617494400000,2021-04-04 00:00:00,LTC/USDC,195,204.06028101,192.57891844,202.61647063,32760.75147489,163.45935037,0,0,0,200.42139774
1617408000000,2021-04-03 00:00:00,LTC/USDC,211.53338873,217.70582249,195.50042797,195.50042797,78596.42490056,375.75273544,0,0,0,209.1705994
1617321600000,2021-04-02 00:00:00,LTC/USDC,202.61241,213.49939808,200.71470261,211.77902983,131261.1553158,636.59587734,0,0,0,206.19227988
1617235200000,2021-04-01 00:00:00,LTC/USDC,197.00998927,205,193.50253748,202.35436353,142239.46684378,717.39752425,0,0,0,198.27147715
1617148800000,2021-03-31 00:00:00,LTC/USDC,195.52277352,199.20277678,187.21868391,196.76298569,126041.44152768,650.0736948,0,0,0,193.88792768
1617062400000,2021-03-30 00:00:00,LTC/USDC,194.06387,199.86845299,190.16311137,195.8178866,98913.14476859,508.17194634,0,0,0,194.64503202
1616976000000,2021-03-29 00:00:00,LTC/USDC,184.18048676,197.31248951,182.3837598,193.69173425,156364.28032993,812.27468471,0,0,0,192.50172789
1616889600000,2021-03-28 00:00:00,LTC/USDC,184.34078055,187.19015823,180.10015556,184.14427063,64309.63460481,349.52146556,0,0,0,183.99337649
1616803200000,2021-03-27 00:00:00,LTC/USDC,183.52614732,186.08041536,177.68951848,184.08107604,78375.92257098,429.17162156,0,0,0,182.62140046
1616716800000,2021-03-26 00:00:00,LTC/USDC,171.59855304,184.24623204,171.5745472,183.52497635,115457.81770376,646.09927645,0,0,0,178.69980963
1616630400000,2021-03-25 00:00:00,LTC/USDC,175.68809604,178.40129307,167.71963049,171.65688334,114397.06921684,658.72494325,0,0,0,173.66439572
1616544000000,2021-03-24 00:00:00,LTC/USDC,185.73104102,197.26826973,172.28741176,176.27135683,236724.01562742,1246.50189137,0,0,0,189.91067503
1616457600000,2021-03-23 00:00:00,LTC/USDC,186.00042861,189.46349264,181.25812945,185.90327887,125545.15993569,674.25705455,0,0,0,186.19776995
1616371200000,2021-03-22 00:00:00,LTC/USDC,195.83564,198.81960477,184.92088392,185.68961727,105627.21913937,545.90562004,0,0,0,193.4898914
1616284800000,2021-03-21 00:00:00,LTC/USDC,200.01624147,201.84642888,192.38320029,195.39355284,87985.35002408,448.14485641,0,0,0,196.33238843
1616198400000,2021-03-20 00:00:00,LTC/USDC,200.01666436,206.36,198.81265543,200.01588249,68389.93816566,337.00161752,0,0,0,202.93652792
1616112000000,2021-03-19 00:00:00,LTC/USDC,199.74564077,204.92335825,195.92242864,200.0235083,79830.88226688,396.13120974,0,0,0,201.52636375
1616025600000,2021-03-18 00:00:00,LTC/USDC,206.35691385,208.16931539,199.13581761,199.6577603,106182.41056301,520.10679602,0,0,0,204.15501465
1615939200000,2021-03-17 00:00:00,LTC/USDC,201.87932835,206.65747484,194.30926983,205.90437575,118417.47252867,588.15173425,0,0,0,201.33830376
1615852800000,2021-03-16 00:00:00,LTC/USDC,200.55665873,204.92594909,191.57541944,201.68985259,68259.37188359,341.54100108,0,0,0,199.85703522
1615766400000,2021-03-15 00:00:00,LTC/USDC,213.786,222.41623852,197.75402123,200.60088395,160830.172514,782.98164932,0,0,0,205.40733317
1615680000000,2021-03-14 00:00:00,LTC/USDC,225.97023561,227.82620692,214.0747645,214.09770865,25200.87279762,114.90197511,0,0,0,219.32497481
1615593600000,2021-03-13 00:00:00,LTC/USDC,220.94072,229.74017079,212.88440738,226.26682063,93152.18508982,413.22968868,0,0,0,225.4247157
1615507200000,2021-03-12 00:00:00,LTC/USDC,201.42221685,223.90044269,198.09602425,220.62456699,222335.58039513,1061.41428951,0,0,0,209.47106383
1615420800000,2021-03-11 00:00:00,LTC/USDC,200.21264482,203.39666074,191.00278864,201.26298429,86413.63968089,437.6687473,0,0,0,197.4407362
1615334400000,2021-03-10 00:00:00,LTC/USDC,203.87720949,207.9926062,191.4933187,200.21264482,116075.04876829,577.46720506,0,0,0,201.00717019
1615248000000,2021-03-09 00:00:00,LTC/USDC,191.93116731,204.80804097,189.1069477,203.86601294,113058.33611447,572.16558752,0,0,0,197.5972316
1615161600000,2021-03-08 00:00:00,LTC/USDC,190.88324271,195.2516662,179.77420787,191.85772966,176192.08652316,941.50197934,0,0,0,187.1393692
1615075200000,2021-03-07 00:00:00,LTC/USDC,183.79305847,191.98187112,182.30872264,190.86080559,115488.08796835,620.66137312,0,0,0,186.07262022
1614988800000,2021-03-06 00:00:00,LTC/USDC,180.22538476,184.50437934,176.75220125,183.72219141,49397.06963943,273.06230628,0,0,0,180.90036047
1614902400000,2021-03-05 00:00:00,LTC/USDC,180.44667931,183.67387232,168.48414887,180.30066931,101523.64873145,574.11177664,0,0,0,176.83603239
1614816000000,2021-03-04 00:00:00,LTC/USDC,187.55413999,193.900415,177.02150711,180.55682823,69021.43438881,376.36751845,0,0,0,183.388393
1614729600000,2021-03-03 00:00:00,LTC/USDC,179.35756146,196.20730015,177.08250451,188.14630332,103533.24145098,548.27414081,0,0,0,188.83480679
1614643200000,2021-03-02 00:00:00,LTC/USDC,176.02905865,185.3416092,170.75295082,179.01356995,124143.83350162,692.20814714,0,0,0,179.34465812
1614556800000,2021-03-01 00:00:00,LTC/USDC,165.62053748,176.61816122,163.55655652,176.1087283,73715.36592766,432.87469289,0,0,0,170.29262079
1614470400000,2021-02-28 00:00:00,LTC/USDC,171.9172028,173.07671063,152.85990793,165.53303702,77956.78312001,480.52807374,0,0,0,162.23148527
1614384000000,2021-02-27 00:00:00,LTC/USDC,170.36976675,180.35637652,167.29920783,172.01508699,35241.16440251,201.31065452,0,0,0,175.05861518
1614297600000,2021-02-26 00:00:00,LTC/USDC,179.13231768,182.55185669,162.45209299,170.47205508,142827.05993126,832.84959467,0,0,0,171.4920207
1614211200000,2021-02-25 00:00:00,LTC/USDC,182.55185669,205,175.54386357,179.13231768,93523.00193898,488.44123357,0,0,0,191.47237274
1614124800000,2021-02-24 00:00:00,LTC/USDC,175.11684333,188.9888,169.49650667,181.36472461,120182.33457234,659.89216304,0,0,0,182.12420347
1614038400000,2021-02-23 00:00:00,LTC/USDC,206.30557554,206.30557554,158.79119439,176.69289491,218718.73066175,1231.85181784,0,0,0,177.55279287
1613952000000,2021-02-22 00:00:00,LTC/USDC,227.53522881,227.53522881,180,207.51,238714.38305064,1153.33298405,0,0,0,206.97785145
1613865600000,2021-02-21 00:00:00,LTC/USDC,226.07916312,232.98051487,221.47847768,227.51315995,112958.41747591,495.76085937,0,0,0,227.84859946
1613779200000,2021-02-20 00:00:00,LTC/USDC,236,246.69402937,214,228.11387558,233671.75753255,994.28843558,0,0,0,235.01405544
1613692800000,2021-02-19 00:00:00,LTC/USDC,227.888808,241.6706439,220.11859432,236.4100124,138672.51166698,600.46450196,0,0,0,230.94206437
1613606400000,2021-02-18 00:00:00,LTC/USDC,237.9374305,239.33646987,221.47847768,226.80413612,92447.75326916,405.77672089,0,0,0,227.82912007
1613520000000,2021-02-17 00:00:00,LTC/USDC,210.54274684,237.44192924,204.52493526,237.44192924,278969.1414114,1238.14826292,0,0,0,225.31158001
1613433600000,2021-02-16 00:00:00,LTC/USDC,206.1407065,221.72680436,200.46723914,210.04730993,224432.70895657,1036.5360717,0,0,0,216.52185108
1613347200000,2021-02-15 00:00:00,LTC/USDC,212.9761285,219.98817183,186.68728021,208.31878407,105590.30287699,511.59549978,0,0,0,206.39411981
1613260800000,2021-02-14 00:00:00,LTC/USDC,227.888808,230.31737035,208.66476399,214.31517569,161992.45608754,732.60437853,0,0,0,221.11860212
1613174400000,2021-02-13 00:00:00,LTC/USDC,197.54822638,228.24456974,192.310111,225.85610308,237769.73224295,1140.86409638,0,0,0,208.4119686
1613088000000,2021-02-12 00:00:00,LTC/USDC,185.71444819,199.58239003,177.00241231,197.60552855,229626.47898545,1223.11508225,0,0,0,187.73906259
1613001600000,2021-02-11 00:00:00,LTC/USDC,181.35483403,193.11824539,176.26307958,184.2638394,91676.34712989,496.48066424,0,0,0,184.65240186
1612915200000,2021-02-10 00:00:00,LTC/USDC,182.21503145,194.88,170.60595472,182.06018186,288345.74574224,1578.54027139,0,0,0,182.66606875
1612828800000,2021-02-09 00:00:00,LTC/USDC,168.80490068,184.2,164.45244822,182.57028258,227766.57352731,1331.58796803,0,0,0,171.04883717
1612742400000,2021-02-08 00:00:00,LTC/USDC,150.59519185,169.09768962,148.42278952,166.9,135377.26857735,838.99019374,0,0,0,161.35739081
1612656000000,2021-02-07 00:00:00,LTC/USDC,156.09315078,157.11486648,145.87866427,151.77269959,45985.51817475,305.14592667,0,0,0,150.70008856
1612569600000,2021-02-06 00:00:00,LTC/USDC,155.64483155,164.03841766,150.41892923,154.7008432,86767.11737703,544.07490475,0,0,0,159.47641881
1612483200000,2021-02-05 00:00:00,LTC/USDC,144.93001743,156.92726903,143.98753962,155.07807928,148778.53387903,976.09740989,0,0,0,152.42180992
1612396800000,2021-02-04 00:00:00,LTC/USDC,157.11486648,158.97001427,141.19672055,145.20167874,95502.829772,640.10563132,0,0,0,149.19854645
1612310400000,2021-02-03 00:00:00,LTC/USDC,143.42239732,156.9970733,143.42239732,155.32432821,69939.05467917,462.33241026,0,0,0,151.27439289
1612224000000,2021-02-02 00:00:00,LTC/USDC,133.4693175,145.610111,133.14464594,142.29452517,96554.29901648,681.8644172,0,0,0,141.60336949
1612137600000,2021-02-01 00:00:00,LTC/USDC,128.87139774,136.10740084,126.37356526,132.27880823,57509.57134298,437.10783238,0,0,0,131.56838446
